,unique_id,metric,Original,OnlineFixed,Online,OfflineMax,SeasonalNaive
0,ID0,mase,0.6116638,0.7391267,0.82077837,0.69162333,2.0234146
1,ID1,mase,0.93392295,0.5627514,0.60887206,0.53594834,1.7774295
2,ID10,mase,1.5706285,1.2442172,1.2613021,1.3301446,1.8304552
3,ID101,mase,1.3677837,1.5629134,1.6718602,1.7526338,7.6812987
4,ID102,mase,0.5679342,0.5837867,0.48486716,0.4164101,1.6502922
5,ID103,mase,0.51434094,0.5286273,0.62701535,0.7372871,2.0384614
6,ID104,mase,0.2690884,0.3209732,0.31119016,0.44617558,3.302027
7,ID105,mase,0.15301107,0.2413861,0.3663645,0.44483095,1.8073021
8,ID107,mase,1.3783407,1.4530063,1.5224309,1.2588373,2.9213116
9,ID108,mase,0.90897787,0.8546648,0.86024165,0.72700566,0.79044586
10,ID109,mase,4.573489,4.3990984,4.454853,4.210044,4.5462613
11,ID110,mase,0.2524481,0.44710368,0.42227975,0.71825045,0.49122807
12,ID111,mase,0.56261927,0.66275007,0.59866536,0.74507326,1.6375946
13,ID112,mase,0.41616586,0.38336605,0.59020215,0.47172907,2.897561
14,ID113,mase,0.8465937,0.64245087,0.5603859,0.7409225,0.9585925
15,ID114,mase,0.9522653,0.81756794,0.65864843,1.0443027,2.2757685
16,ID115,mase,1.1987522,1.5376999,1.6682999,1.4034005,1.4956268
17,ID116,mase,0.08243692,0.119138286,0.11890472,0.04715508,1.3096288
18,ID117,mase,0.25099847,0.2682417,0.27288824,0.26754797,1.3030236
19,ID118,mase,0.18034405,0.17623578,0.18225624,0.12555112,1.0729381
20,ID119,mase,0.6896329,0.7293831,0.71109253,0.6687134,1.7068273
21,ID12,mase,0.050273556,0.044683166,0.040943075,0.034475897,0.11320755
22,ID120,mase,0.23153572,0.26163867,0.10869898,0.12203122,2.8591032
23,ID121,mase,0.4647697,0.45464063,0.43734783,0.40746853,0.43619797
24,ID122,mase,0.4011261,0.40712026,0.40461352,0.3972613,1.1764195
25,ID123,mase,0.5975145,0.6482516,0.65905386,0.51603734,2.0938842
26,ID124,mase,0.33312964,0.2832507,0.3073232,0.31297246,0.602953
27,ID125,mase,0.43664765,0.74263406,0.8715593,0.6802427,0.16764669
28,ID126,mase,1.4720255,1.463034,1.3134565,1.4629022,2.4829545
29,ID127,mase,0.39538944,0.45197323,0.46014953,0.4980938,2.4201362
30,ID128,mase,0.049271997,0.0643827,0.098559596,0.057305038,2.2648525
31,ID129,mase,0.3075263,0.3563609,0.40102434,0.2256236,3.544681
32,ID13,mase,1.1956998,1.14791,1.0984765,1.123969,1.4522916
33,ID130,mase,0.14591111,0.17700438,0.1947885,0.18479405,2.8455555
34,ID131,mase,0.01391216,0.023465762,0.024185715,0.06579789,1.3034129
35,ID132,mase,0.1539765,0.11693271,0.093094364,0.13813984,1.029176
36,ID133,mase,0.7536423,0.7579201,0.8229417,0.79814154,1.7207462
37,ID134,mase,1.551472,1.6119102,1.3981034,1.3812017,3.1866133
38,ID135,mase,0.076358125,0.32732815,0.37101257,0.39848816,0.8353081
39,ID136,mase,0.53468865,0.43890494,0.4774494,0.35882503,0.35698783
40,ID137,mase,1.0025651,1.0124767,0.9538172,0.9414871,1.0893016
41,ID138,mase,0.3226275,0.3151859,0.33663714,0.32946286,2.3620977
42,ID139,mase,1.5231631,1.5932453,1.6215407,1.787512,1.3930285
43,ID14,mase,0.82144815,0.78190994,0.7298623,0.7548625,0.4299994
44,ID140,mase,2.8657002,3.436507,3.9788616,3.5316348,0.5714286
45,ID141,mase,2.0283902,2.5553665,2.7580268,2.9602396,1.0826771
46,ID142,mase,0.18396962,0.14189376,0.067261934,0.102655575,0.8503401
47,ID143,mase,0.97000754,1.0557323,1.042354,0.9981106,1.574074
48,ID144,mase,1.5936074,1.6045184,1.6216952,1.4842143,1.1627907
49,ID145,mase,0.34210983,0.3062827,0.3398696,0.37763494,0.65575624
50,ID146,mase,0.5272854,0.43166718,0.47014505,0.35172564,0.3498916
51,ID147,mase,0.46091697,0.41450396,0.36989963,0.39547777,0.6132707
52,ID148,mase,0.11021505,0.14307474,0.12411828,0.25551835,0.15455092
53,ID149,mase,0.09042744,0.17493346,0.19001745,0.20099813,0.13126473
54,ID15,mase,1.4233735,1.4618411,1.4613559,1.4843363,1.8256366
55,ID150,mase,0.20647365,0.20707302,0.19069892,0.35349402,0.20503615
56,ID151,mase,0.2221177,0.21384005,0.2140522,0.2682643,0.14474365
57,ID152,mase,0.4405845,0.4030195,0.438822,0.43873882,0.46729
58,ID153,mase,1.1136662,1.605957,2.1919475,1.4634484,2.8177965
59,ID154,mase,0.37234488,1.4107912,1.8695638,1.5101973,1.3285024
60,ID155,mase,0.6725475,1.4259598,2.1511197,1.8239977,0.8336815
61,ID156,mase,1.4720255,1.463034,1.3134565,1.4629022,2.4829545
62,ID157,mase,1.1923593,1.1559211,1.1817167,1.0029908,1.7381536
63,ID158,mase,1.0969671,1.081956,1.0973573,0.9853135,0.95053196
64,ID159,mase,0.08660901,0.09167069,0.12454769,0.08829657,2.0414534
65,ID16,mase,1.7992768,1.7411236,1.6361843,1.7199382,2.4200675
66,ID160,mase,1.0302579,1.1305587,1.0794698,1.1069412,0.7446038
67,ID161,mase,0.7521121,0.77067065,0.7844392,0.6567113,1.7895588
68,ID162,mase,1.2539953,2.3254602,2.8202407,2.4658291,0.75376886
69,ID163,mase,1.6666001,2.4746392,3.0350208,2.5824864,0.3829787
70,ID164,mase,2.7213979,2.3541393,2.2844284,2.1689887,3.0069637
71,ID165,mase,0.2950434,0.2688486,0.27709323,0.3189128,0.3997599
72,ID166,mase,2.076226,2.0044622,2.0060568,2.0115364,1.9655173
73,ID167,mase,1.8737674,1.8919356,1.896857,1.9393289,3.536042
74,ID168,mase,0.21900976,0.1565825,0.13919973,0.1168308,1.2620192
75,ID17,mase,1.3537892,1.3484486,1.3554001,1.3039218,0.93955517
76,ID173,mase,0.3769826,0.38897896,0.42182595,0.46223587,0.38770822
77,ID174,mase,0.16963272,0.16344415,0.16212294,0.16213521,1.0432191
78,ID175,mase,0.22011657,0.21476462,0.20963046,0.22802988,0.27427596
79,ID176,mase,2.7585053,2.490854,2.207685,2.0357237,3.3308551
80,ID177,mase,0.37594354,0.3470451,0.33025205,0.30557278,0.9008314
81,ID178,mase,0.04790761,0.22505502,0.23677324,0.27658975,0.07614206
82,ID179,mase,0.1607493,0.22412726,0.19587857,0.25644988,0.5786026
83,ID18,mase,1.2931454,1.2224373,1.2547787,1.2402103,1.5177279
84,ID180,mase,0.15528981,0.09253177,0.21594194,0.25955305,1.535254
85,ID181,mase,1.9906397,1.633454,1.6171627,1.4049821,5.72165
86,ID182,mase,0.06413815,0.13947101,0.5151986,0.647223,2.7380283
87,ID183,mase,0.24861939,0.3574277,0.680963,0.9420314,2.999998
88,ID184,mase,0.40443358,0.33337954,0.80467224,1.0717739,2.8151262
89,ID185,mase,1.5364344,0.9946277,1.1954377,0.84450203,2.4489794
90,ID186,mase,0.28718403,0.27260643,0.27832305,0.25899616,0.35714287
91,ID187,mase,0.9750188,1.4203199,1.4697741,1.9093022,0.8241758
92,ID188,mase,4.193095,4.4334593,4.7965355,4.378598,0.95864654
93,ID189,mase,0.15303572,0.15228659,0.12820838,0.14537314,0.37439597
94,ID19,mase,0.59003097,0.5495026,0.5353176,0.5402433,2.1662853
95,ID192,mase,3.0691206,2.947827,3.1269562,3.209849,0.91463417
96,ID193,mase,3.076664,2.774265,2.915489,2.7318099,1.374868
