,unique_id,metric,Original,OnlineFixed,Online,OfflineMax,SeasonalNaive
0,q1,mase,3.9134081710513318,4.056196681166644,4.437101803348397,4.160520082276734,3.684441762224212
1,q10,mase,1.6652341545091398,1.101558938224567,0.8883731946886805,0.8216980306434806,1.8642698970952194
2,q100,mase,0.6933076139138075,0.8535960141925925,0.7860537762109188,0.6972379155317866,2.0709789970582198
3,q101,mase,1.0815606945937895,1.382560115147334,1.39039783096553,1.5010979998161718,0.7272103404476328
4,q102,mase,1.4400815095034027,1.2286040790305424,1.3587559148181834,1.1762822717857326,0.5394425821509589
5,q103,mase,1.3181609971447796,1.2004166916192975,0.9508418187374118,1.4650128928734008,0.7906459708658411
6,q104,mase,1.4613774100678836,1.5092099320817367,1.3724523455345958,1.482424551893744,1.0893301893744012
7,q105,mase,2.0156369568307224,1.8494163257818377,1.9321272971622028,1.8625831538010649,0.7822677698382852
8,q106,mase,2.4752793323013713,2.466413646269112,2.4583778094619086,2.4980742753858345,1.3540034812880766
9,q107,mase,1.145448063123052,1.2050022263006208,1.0886536644946267,1.1502804235456734,1.1800368121238176
10,q108,mase,0.7586355163481957,0.6903990986289208,0.7266281671014251,0.7380306825248589,0.7836161879895561
11,q109,mase,1.5856931208446097,1.5193103295133867,1.4670031497206535,1.53408410360203,1.948791099994789
12,q11,mase,2.0181099145858505,1.687896432592983,1.3377822489371043,1.4845659460595577,2.329261302009048
13,q110,mase,2.4726366092557406,2.1929236109632644,1.999344475007614,2.2328588512543375,0.8687963326482068
14,q111,mase,5.692949506463082,5.859210923849976,5.568689206307499,5.616415609529973,6.286143737968362
15,q112,mase,2.1246902361008093,2.220867108389903,2.350687368170833,2.2489067367223528,4.322994936953787
16,q113,mase,1.9742621788355528,1.542329744360434,1.839676590557117,1.8841739470905878,0.847711767274315
17,q114,mase,0.6699264324570166,1.0907695006189284,1.0919393564307323,0.8885556753476317,0.9664795094606607
18,q115,mase,1.15295717715182,1.722290581137512,2.003025028853459,1.5715745655554183,0.7977137566884778
19,q116,mase,1.3603584741443293,1.7581806148850556,1.6495812794477223,1.8763175972714743,0.7432057919951877
20,q117,mase,1.5913678185531575,2.138839849970613,2.4628348495413612,2.6426198561723573,0.904109873356579
21,q118,mase,1.1492022071403323,1.2404394213308636,1.1190123714172748,1.1095599789748565,2.2107262283944626
22,q119,mase,0.9967224975534338,1.0362142594852177,1.3965592664030948,1.1832790848332428,0.93240585826078
23,q12,mase,1.338330131108859,0.8987683592070511,0.6815217412167557,0.63626952685134,1.4549065372724852
24,q120,mase,1.0435150103088597,0.9737395741614009,0.8126271318121463,0.8199277294640923,1.3327004209475557
25,q121,mase,1.2060776965793707,1.5094825234636864,1.4660011073612784,1.6182098822084976,1.7114488862098254
26,q122,mase,1.4276006955705034,1.2899974768711069,1.2918111972394921,1.2504301779512863,2.3855964257009123
27,q123,mase,3.4637978572319486,3.750207515987845,4.114796661687001,3.9773170043768142,4.96222786647315
28,q124,mase,0.7715041769953003,0.7637121820703855,0.8223734055989039,0.8223171830493178,1.2604314841156947
29,q125,mase,1.1513799358638515,1.1987063679113952,1.1121217541530766,1.1294594930536321,1.379543834640057
30,q126,mase,0.5409739973560501,0.623965798548706,0.5757547473153307,0.7005561775593286,1.0896716990174935
31,q127,mase,1.1373909029370652,1.3167106354028977,1.2305670330303875,1.4735262960741569,1.0958776294955892
32,q128,mase,0.69715242730327,0.7774765052513044,0.6896280154673383,0.8410697515808429,0.9465046978727015
33,q129,mase,1.8184416603183728,1.4643365553656835,1.6136153722249666,1.5649865621329464,2.801150671516508
34,q13,mase,1.4594648494300397,0.7390120731508378,0.5837090677447856,0.2608585377440321,0.31114020625556876
35,q130,mase,4.3196021150015245,4.026347230013822,4.0513179243344295,3.8774712893939594,6.0382053457785325
36,q131,mase,1.5346520728618902,1.4223534838724246,1.691989298967646,1.584198909288391,2.1872315535344615
37,q132,mase,1.4211665167628051,1.4041209678628976,1.4888460009685272,1.528907294595104,2.345172792100932
38,q133,mase,0.8274733615250337,0.9699987285126156,0.68941643319399,0.6735587374792159,1.8195446743773285
39,q134,mase,0.708402627513665,0.8779159508369234,0.8785875188655892,0.8795592386362275,1.8280895646341073
40,q135,mase,1.6549021676239928,1.552854946367757,1.748953268149223,1.729821861659392,2.26084036838066
41,q136,mase,3.5451959872433605,3.429763149503094,3.3816426722367803,3.1035880331946415,4.437915654371887
42,q137,mase,2.344530156514307,1.9654090238606619,2.139916219472308,2.032338998546263,2.972509982958358
43,q138,mase,0.6365772912652276,0.5992436342925315,0.4369552399534887,0.5458651605715915,0.8380416732897955
44,q139,mase,0.6637085574929547,0.5795940900755239,0.649949555934871,0.5688827342132974,0.5523841582836286
45,q14,mase,2.6134835508340672,1.6409320966027021,1.2929547356284974,1.2490339292785044,1.2103700387830498
46,q140,mase,0.7917034595497887,0.9336544864040526,0.882327747811771,1.104429545007547,1.1432188077291299
47,q141,mase,0.5808048936428661,0.8271665744477761,0.781037209431838,0.5984466681807558,1.0461303187714668
48,q142,mase,1.7118172297211771,2.1849329714439216,2.535079226877153,2.0846341261223182,1.5651307606703326
49,q143,mase,0.9264145836907489,1.0178441876221271,1.1636472277086531,0.8749612787107739,1.1278845259142085
50,q144,mase,1.5405634550619,1.437926963469676,1.7066696986549075,1.4441594985721364,1.5166707133070878
51,q145,mase,1.9991071113015177,1.9009238086827096,2.4839542837283086,1.8395997251029195,1.9013365346963171
52,q146,mase,1.0083910159281422,1.0938766616070021,0.8789666562215548,1.05738768830376,1.6977395525784504
53,q147,mase,2.259909977813526,2.428069312864579,2.2462122266572035,2.01772782509908,1.2883086375135526
54,q148,mase,4.40069979467646,4.8511996987604755,4.582973054066615,4.843952173909541,4.324513247905792
55,q149,mase,1.5324129670925521,1.1882713241569938,1.5177030515784837,0.990032077305756,1.40617213958554
56,q15,mase,1.8605251028730876,0.8123500144462646,0.5558262877813122,0.3750572230741962,0.7992661384768185
57,q150,mase,1.32794888868864,1.113599902413604,1.1439851739580538,1.4598433518307403,2.144363376251788
58,q151,mase,2.0775261616446388,1.9567674243455078,1.9374808337541447,2.3638035788763556,1.9928731620893971
59,q152,mase,1.7429426795123422,1.5288257011727442,1.3957596538107466,1.6720927005340538,2.1535738845515957
60,q153,mase,1.2433945766082717,1.3360774648032865,1.3239475494133228,1.4624303337194045,1.9459734907551793
61,q154,mase,0.9640498184995734,1.0045044661734535,0.9985471021533452,0.8880625025727781,1.4461453070210701
62,q155,mase,0.6459466575242081,0.7422364846373967,0.621144209880793,0.9528583131482153,1.341748162463052
63,q156,mase,0.724103403434479,0.7473632285577788,0.7623519787685478,0.786200293671313,0.5827338129496403
64,q157,mase,0.7866252985523629,0.7112089889330513,0.7307224511376896,0.7262847437463535,0.7429988331388564
65,q158,mase,0.94860791015625,0.9743350341796875,0.9734575927734375,1.0180821166992187,0.96
66,q159,mase,1.2745510288454451,1.1817918539946934,1.3572572470610995,1.124807583790905,0.9339622641509434
67,q16,mase,2.139486522808873,0.6722934044475048,0.6414000077845237,0.6986711571751199,1.3824462041935033
68,q160,mase,0.6099010334091288,0.9211582891772364,0.7912669757593458,1.031426817788301,0.6195761014686249
69,q161,mase,0.482478756121735,0.43259322892374064,0.4076905572236474,0.4407196136019123,0.626865671641791
70,q162,mase,0.7938448838056144,0.8652938791048729,0.891545368776483,0.82330810546875,1.6016949152542372
71,q163,mase,4.1400769928962955,4.088292049284904,4.16542741344821,4.2028053825132305,5.334677419354838
72,q164,mase,1.7185115868353076,1.792503390404486,1.5854476613690778,1.6506858244865172,2.569354838709678
73,q165,mase,0.4490677861752717,0.5539576999830162,0.4323196543817935,0.5174182235054348,1.0956521739130434
74,q166,mase,0.7716717383479096,0.697425382959151,0.7273830749720029,0.6848507430040796,0.9215017064846416
75,q167,mase,0.41513797994745505,0.6841083976956192,0.5392011723695873,0.5424458921562421,0.8503735122815903
76,q168,mase,1.4178308684250405,1.4332759173163052,1.4348385567500674,1.4271530756457098,1.3383620689655173
77,q169,mase,0.9541961407238924,0.8553573198922072,0.9751290175039556,0.9541115320905854,1.4183544303797468
