,unique_id,metric,Original,OnlineFixed,Online,OfflineMax,SeasonalNaive
0,ID0,mase,0.6116638,0.69559044,0.6601341,0.7014531,2.0234146
1,ID1,mase,0.93392295,1.1971525,1.1332285,1.0228664,1.7774295
2,ID10,mase,1.5706285,1.4498485,1.3214297,1.3385422,1.8304552
3,ID101,mase,1.3677837,1.3096361,1.3666269,2.041937,7.6812987
4,ID102,mase,0.5679342,0.5577562,0.4796808,0.45579186,1.6502922
5,ID103,mase,0.51434094,0.4720553,0.5513376,0.53292376,2.0384614
6,ID104,mase,0.2690884,0.20859641,0.3689374,0.33217368,3.302027
7,ID105,mase,0.15301107,0.28187868,0.41566426,0.21036339,1.8073021
8,ID107,mase,1.3783407,1.3719002,1.4018929,1.0137373,2.9213116
9,ID108,mase,0.90897787,1.0363811,0.99731135,1.1226737,0.79044586
10,ID109,mase,4.573489,4.7171464,4.629177,4.5879693,4.5462613
11,ID110,mase,0.2524481,0.15515967,0.30009192,0.19586101,0.49122807
12,ID111,mase,0.56261927,0.7565721,0.6505698,0.57917714,1.6375946
13,ID112,mase,0.41616586,0.3000634,0.29414928,0.66063553,2.897561
14,ID113,mase,0.8465937,0.7373498,0.63909656,0.7122808,0.9585925
15,ID114,mase,0.9522653,0.9988691,0.95583385,0.8406748,2.2757685
16,ID115,mase,1.1987522,1.5107911,1.3535776,1.372839,1.4956268
17,ID116,mase,0.08243692,0.100526825,0.095816985,0.022764599,1.3096288
18,ID117,mase,0.25099847,0.26223138,0.2655711,0.29188153,1.3030236
19,ID118,mase,0.18034405,0.19688112,0.1880936,0.104676746,1.0729381
20,ID119,mase,0.6896329,0.702488,0.67966646,0.67141354,1.7068273
21,ID12,mase,0.050273556,0.052222814,0.041689068,0.041755203,0.11320755
22,ID120,mase,0.23153572,0.41287518,0.3246967,0.071816824,2.8591032
23,ID121,mase,0.4647697,0.4341925,0.43450543,0.42813024,0.43619797
24,ID122,mase,0.4011261,0.40832308,0.41341776,0.39456353,1.1764195
25,ID123,mase,0.5975145,0.68202263,0.6583145,0.39463386,2.0938842
26,ID124,mase,0.33312964,0.3164789,0.28974488,0.315557,0.602953
27,ID125,mase,0.43664765,0.54006606,0.7260839,0.98419106,0.16764669
28,ID126,mase,1.4720255,1.5060545,1.5101365,1.4311999,2.4829545
29,ID127,mase,0.39538944,0.42279825,0.44150788,0.56257546,2.4201362
