,unique_id,metric,Original,OnlineFixed,Online,OfflineMax,SeasonalNaive
501,m222,smape,0.08364478253108037,0.07039130045816104,0.08003556696814396,0.07498771330850795,0.08709425444135542
502,m223,smape,0.16427684870848172,0.13554465972859522,0.16813061383396335,0.13038599880703025,0.15288615225639288
503,m224,smape,0.09053769552421648,0.08765456469286426,0.08890223978453826,0.08880384477496345,0.12632965525604112
504,m225,smape,0.1304940692510096,0.1206592628872153,0.13980273248495495,0.13710425458427242,0.22819894397080867
505,m226,smape,0.1061803221547874,0.07173718725286495,0.10037304483931286,0.08140782522214295,0.11668002903161918
506,m227,smape,0.06852397109511082,0.06384757605290123,0.07026189374234328,0.0638653409555882,0.05752419086456454
507,m228,smape,0.09774497082287169,0.09844658148745415,0.10834403448838899,0.10246448852290564,0.07268286076633294
508,m229,smape,0.1488563899399369,0.14550943784977974,0.14015356447142183,0.1432075877821158,0.16957245066647073
509,m23,smape,0.06562820739396384,0.060660930361530745,0.0600733997661314,0.06379745716187131,0.055298505469700006
510,m230,smape,0.11531764706472093,0.10662749358370156,0.1205603907370571,0.12106572135941783,0.09717317433664156
511,m231,smape,0.05368558582486582,0.04488248777833307,0.05478374271542238,0.056221627494598414,0.04699856994426584
512,m232,smape,0.11245397613668111,0.09550337292457935,0.10727458990504196,0.09698343342701386,0.1389372459502589
513,m233,smape,0.09209122660943482,0.0932131152510416,0.0834223286126823,0.08749110101094977,0.1058907446734819
514,m234,smape,0.1339924898266023,0.15331080173824496,0.1508720551964193,0.14349424013873338,0.11423465896600711
515,m235,smape,0.08538168348730342,0.06263859650396876,0.07072389018059061,0.07153067222800234,0.07552389145109635
516,m236,smape,0.04327686196975058,0.045733731525220284,0.03981290357743025,0.04075627389440713,0.07845440838464901
517,m237,smape,0.041464722053866254,0.03991632553006675,0.04469149304776273,0.041509717273722345,0.05445341702695434
518,m238,smape,0.05141389766170437,0.05088115180086399,0.051410118743667764,0.04981205867002786,0.06579035970093097
519,m239,smape,0.10832588574897918,0.11880564138930723,0.11816447120720135,0.11601565348425014,0.0915809328268717
520,m24,smape,0.0614085438748033,0.059718779628066564,0.0678833669104046,0.06060725388436102,0.05515434219144713
521,m240,smape,0.08517852068142807,0.06589319203432066,0.08102971971448183,0.0843130645674701,0.06423799136229713
522,m241,smape,0.03230780516964366,0.03004179231116559,0.03179165536410732,0.03077364533438219,0.04444744610240564
523,m242,smape,0.08556888483172498,0.09685658214270321,0.13110578595136566,0.1214462648968555,0.12627447605886682
524,m243,smape,0.10293174415685963,0.10955201848228639,0.113927913367048,0.11733261609042633,0.17626949490445007
525,m244,smape,0.1151333185000491,0.13346069393967877,0.1165979955252609,0.13519414948202815,0.13576914859022843
526,m245,smape,0.14721796923778438,0.1837281896341403,0.14355685380862312,0.15325770133279967,0.20995557593269906
527,m246,smape,0.04357420135504936,0.04477512492662241,0.05927479138085751,0.05141965511098417,0.05701968224467404
528,m247,smape,0.10931686036341011,0.09300970643926804,0.10562128734973009,0.07300371880947643,0.13156270322072292
529,m248,smape,0.1282977630979865,0.13520540656442395,0.1201283203605601,0.1228812312034626,0.15969697716151418
530,m249,smape,0.14542970086423465,0.15207297776908715,0.14623345892070613,0.13597926480688313,0.15977699541220616
531,m25,smape,0.05947917660476265,0.05374104496300339,0.05629795591310429,0.059345577077736154,0.08474147995924575
532,m250,smape,0.15290094360631848,0.15232976397226916,0.15362012306847325,0.1572250174071306,0.20153664091798887
533,m251,smape,0.05893516723033267,0.04972327851184242,0.056724483544734784,0.03701001006723325,0.07353979041248937
534,m252,smape,0.10871475786853618,0.20447103656900253,0.14591709703115627,0.1227745571760435,0.15168424535542893
535,m253,smape,0.11185351348990906,0.09393503601258385,0.13070622846965277,0.13533115167795118,0.12308439700544992
536,m254,smape,0.21416358044595984,0.23744318127848296,0.22192285174459067,0.23517771051843614,0.3480596885352154
537,m255,smape,0.16357050949021595,0.14729986831085307,0.1695781335655516,0.16191050145639804,0.18605753912094866
538,m256,smape,0.08787609063958847,0.1533375227704098,0.0912299096910401,0.07666727726583954,0.08782885459566725
539,m257,smape,0.2604763720840037,0.3235659057297558,0.24147175466653728,0.25195729993557964,0.26160926897243236
540,m258,smape,0.18650573189718442,0.19517670148066665,0.19516679509873766,0.20738565259139674,0.16787990693443958
541,m259,smape,0.12706072931959475,0.15437042751170113,0.12983085576956618,0.11903758471072694,0.13782318918132433
542,m26,smape,0.040240597460500176,0.04587124316278402,0.04440164462536151,0.047851425494801876,0.03800330631232326
543,m260,smape,0.11929972009601691,0.1424059513681677,0.15951863372975517,0.16107665051541695,0.10735898631167269
544,m261,smape,0.06407391947861736,0.0916886317137431,0.076241305537553,0.07358499102099832,0.09764775031484657
545,m262,smape,0.149926868920456,0.15896129185084548,0.1499364760446056,0.15705165982291636,0.21397759153524662
546,m263,smape,0.19486002061204613,0.2154260251547859,0.19151425956759827,0.19637088466127825,0.23416220960397569
547,m264,smape,0.04002271496747211,0.04573082198728662,0.04767218085095054,0.055753404202953515,0.052706686762490594
