,unique_id,metric,Original,Online,Offline,OfflineMax,SeasonalNaive
145,ID229,mase,1.4710023,1.1204977,1.2318647,1.296462,1.4082562
146,ID23,mase,1.5512071,1.4863844,1.3089733,1.3767262,0.46635622
147,ID230,mase,0.4957798,0.42865086,0.5435599,0.5518806,0.8706039
148,ID231,mase,0.8297516,0.75997263,0.7089003,0.6887012,1.0449119
149,ID232,mase,0.9862899,1.0106369,0.8050193,0.64991486,0.85030943
150,ID233,mase,0.5576858,0.58659554,0.39341187,0.5288018,0.65106195
151,ID234,mase,0.7493932,0.8070578,0.5857017,0.6305428,0.8783831
152,ID235,mase,0.26023126,0.23274326,0.23140694,0.25097972,0.62988037
153,ID236,mase,0.61933726,0.48310834,0.42781514,0.6198448,0.58180934
154,ID237,mase,0.59179646,0.5775734,0.5138473,0.57473314,0.63979405
155,ID238,mase,0.7816598,0.9096402,0.88318247,0.8178268,1.061764
156,ID239,mase,0.5420948,0.5936919,0.65602005,0.44437262,1.1878848
157,ID24,mase,0.59766424,0.6641201,0.5527028,0.6106731,0.4862995
158,ID240,mase,0.36198893,0.35297146,0.29897103,0.37121376,0.78775513
159,ID241,mase,0.28524575,0.20818524,0.17108776,0.222947,0.3842572
160,ID242,mase,1.0460603,1.1179223,0.7746982,0.99133515,1.0892637
161,ID243,mase,1.409807,1.1762251,0.9309042,1.0418915,0.995888
162,ID244,mase,0.27600443,0.27708784,0.2288578,0.32389218,0.51737213
163,ID245,mase,0.5007505,0.71153706,0.49998733,0.37932453,2.484344
164,ID246,mase,0.8475496,0.57289106,0.71953034,0.98032415,1.4183849
165,ID247,mase,0.21225211,0.18400541,0.20619074,0.28131193,0.4972494
166,ID248,mase,0.49857605,0.5192356,0.5153007,0.55888003,1.1713046
167,ID249,mase,0.696511,0.62702394,0.45768392,0.6211083,1.0165219
168,ID25,mase,1.5408325,1.6290276,1.5662621,1.5136234,0.6289827
169,ID250,mase,0.63512367,0.3865746,0.5160761,0.4713837,0.7334962
170,ID251,mase,0.38137144,0.23519053,0.24266033,0.28527507,0.5789507
171,ID252,mase,0.5403731,0.67471224,0.63121694,0.59763795,1.0167322
172,ID253,mase,0.5673906,0.37334564,0.4961848,0.48042446,0.8125204
173,ID254,mase,0.31594124,0.3858999,0.32419178,0.32623824,1.0575684
174,ID255,mase,0.5186152,0.5163558,0.4562075,0.47314367,0.6966489
175,ID256,mase,0.6301447,0.7755174,0.71432346,0.638142,0.74193734
176,ID257,mase,0.8321949,0.96642965,0.7935796,0.73449355,1.1585226
177,ID258,mase,0.53173393,0.75863343,0.6593523,0.55327535,0.7295237
178,ID259,mase,0.6552,0.5776261,0.5537195,0.60297143,0.81774676
179,ID26,mase,0.57483524,0.5421123,0.5510231,0.5966675,0.88835186
180,ID260,mase,0.59902364,0.7742601,0.6568888,0.64273864,1.903288
181,ID261,mase,0.40770757,0.564372,0.41565192,0.39266726,0.87653154
182,ID262,mase,1.1434169,0.98173,0.91713697,0.95244926,0.7922941
183,ID263,mase,0.6458691,0.65814936,0.46930555,0.57215285,0.7723709
184,ID264,mase,0.5457366,0.5244192,0.5575681,0.65156657,0.9681684
185,ID265,mase,0.43562514,0.33947343,0.29874256,0.3928454,0.7701515
186,ID266,mase,0.84761107,0.72716254,0.7201874,0.7735772,1.1470886
187,ID267,mase,0.2602321,0.30418065,0.18787475,0.24231175,0.3296627
188,ID268,mase,0.6126939,0.6241473,0.6427121,0.6555518,0.7120867
189,ID269,mase,0.4958239,0.6054692,0.45376882,0.46479917,0.960162
190,ID27,mase,0.5693388,0.4331701,0.53847605,0.665818,1.2647165
191,ID270,mase,0.113491155,0.17344604,0.10854743,0.15074016,0.56860805
192,ID271,mase,0.3754771,0.36411375,0.4693025,0.5510934,0.6648587
193,ID272,mase,0.7214826,0.8338034,0.90498185,0.8459362,1.5293657
194,ID273,mase,0.4064332,0.3545592,0.3202563,0.3052314,0.5920491
195,ID274,mase,0.54839987,0.47940296,0.7791284,0.6232037,0.8173934
196,ID275,mase,1.1919382,1.143396,1.2228415,1.0055352,1.5159123
197,ID276,mase,0.3622128,0.35406646,0.39355892,0.40043435,0.83510005
198,ID277,mase,0.30812952,0.30873203,0.2895691,0.25515535,0.36976835
199,ID278,mase,0.59226483,0.5975327,0.6398889,0.8001165,0.9008759
200,ID279,mase,0.2787514,0.26700097,0.29852316,0.28623882,0.8697527
201,ID28,mase,0.26841828,0.42374033,0.2881732,0.32439443,0.7098187
202,ID280,mase,0.32147366,0.3447454,0.3620854,0.37078652,0.728861
203,ID281,mase,0.8622127,0.7799839,0.7692354,0.60285896,0.61224145
204,ID282,mase,1.0472324,0.99303025,1.3261524,0.9163929,2.3941286
205,ID283,mase,0.73327404,0.68758774,0.79423463,0.86804605,1.6588392
206,ID284,mase,0.3492533,0.2835792,0.16759165,0.18679339,0.5275082
207,ID285,mase,0.46258557,0.49539983,0.47701547,0.48157743,0.4394536
208,ID286,mase,1.0946432,1.11714,1.0843856,1.1771721,0.99580705
209,ID287,mase,0.79341286,0.8175945,0.79906464,0.8628121,1.6748985
210,ID288,mase,0.7044567,0.80507743,0.70962846,0.6689211,1.1815081
211,ID289,mase,1.5856329,1.5636784,1.6443063,1.6074721,1.9980955
212,ID29,mase,1.2279688,1.1669554,1.2119266,1.2564279,1.3591309
213,ID290,mase,0.7526397,0.69816697,0.7381914,0.7396822,1.5211715
214,ID291,mase,0.7505499,0.73253644,0.7115552,0.82045245,0.89357543
215,ID292,mase,0.6968304,0.7666134,0.88598377,0.7424473,1.863221
216,ID293,mase,0.21794654,0.21388967,0.2235242,0.2408073,0.43988168
217,ID294,mase,1.1202791,1.2708483,1.2232847,1.2302666,1.5424609
218,ID295,mase,0.8909368,0.7387041,0.88545793,1.0511969,0.7659248
219,ID296,mase,1.2652895,1.074635,1.1412449,1.2231343,2.5863383
220,ID297,mase,0.8487766,0.9732677,0.95685995,0.9525913,2.7496226
221,ID298,mase,0.63285714,0.6465353,0.6525008,0.6550853,0.65854067
222,ID299,mase,0.116990946,0.10812322,0.11633041,0.11973228,0.8545669
223,ID3,mase,0.14335217,0.13957433,0.15376952,0.18936758,0.30862796
224,ID30,mase,0.8253755,1.0476891,0.7978456,0.9066463,0.97657764
225,ID300,mase,0.75734,0.7277799,0.75667596,0.83126056,0.8813437
226,ID301,mase,0.68297666,0.73526126,0.6816967,0.61110383,1.4549522
227,ID302,mase,0.62664163,0.69476706,0.46201053,0.5064497,0.6837041
228,ID303,mase,0.48414993,0.50653654,0.60344887,0.510239,1.1322813
229,ID304,mase,0.42712778,0.45269048,0.4717838,0.30788642,0.76196927
230,ID305,mase,1.0927062,1.0898314,1.1052454,1.1627349,1.0758375
231,ID306,mase,1.1293792,1.2110566,0.91364235,1.1033913,1.1899637
232,ID307,mase,2.6456318,2.5363154,2.71706,2.5510678,2.5110826
233,ID308,mase,0.3512466,0.39649168,0.30372742,0.39552587,0.6206828
234,ID309,mase,0.7110377,0.708372,0.6204412,0.6774785,1.0614728
235,ID31,mase,0.6247323,0.97196686,0.7504833,0.5515471,0.99192864
236,ID310,mase,0.36684498,0.39690372,0.37345827,0.39050055,0.7120576
237,ID311,mase,0.39341357,0.3858395,0.31503478,0.38391265,0.9479013
238,ID312,mase,2.0083163,1.931493,1.9802871,1.8714962,1.8682058
239,ID313,mase,0.8576081,0.8432145,0.7769996,0.7786478,0.95458466
240,ID314,mase,0.32340166,0.3060299,0.3470034,0.3417678,1.4854314
241,ID315,mase,0.3717017,0.28828812,0.356294,0.33959797,0.60687613
242,ID316,mase,1.3048974,1.3019378,1.3633729,1.354105,1.6420692
243,ID317,mase,0.5056468,0.50817955,0.50671864,0.5251348,0.7781133
244,ID318,mase,0.828017,1.3802772,0.7302543,0.68142766,0.34611017
245,ID319,mase,0.54065615,0.6914972,0.7075888,0.47900733,1.0822363
246,ID32,mase,0.3235478,0.45718738,0.110624634,0.33265412,1.9997895
247,ID320,mase,0.64731294,0.6999336,0.67163354,0.6503755,0.77260256
248,ID33,mase,0.7714336,1.0030797,0.583907,0.4569199,1.2552569
249,ID34,mase,0.19684117,0.2080962,0.1982292,0.22260763,0.90038556
250,ID35,mase,1.8188622,2.2148845,1.7065331,1.4682766,0.3711838
251,ID36,mase,0.83319944,0.9278176,0.7941096,0.84804994,0.76990503
252,ID37,mase,0.95729727,0.967872,0.8116156,0.85280365,0.8661413
253,ID38,mase,0.85534674,0.87189025,0.8192737,0.83947116,1.0591899
254,ID39,mase,1.3738577,1.5079088,1.2085708,1.2385082,0.78573436
255,ID4,mase,0.32320848,0.34812602,0.29739517,0.35835773,0.7301025
256,ID40,mase,0.36884853,0.4026498,0.35849807,0.32756615,0.3283817
257,ID41,mase,1.0177896,1.168141,0.86033666,0.95296395,0.61067945
258,ID42,mase,0.517097,0.73713213,0.5268529,0.54774255,0.965863
259,ID43,mase,0.17273326,0.19200325,0.22751443,0.15562616,0.5677233
260,ID44,mase,0.688899,0.7696626,0.44038594,0.69471925,0.871308
261,ID45,mase,0.3816751,0.7393805,0.34786886,0.28983846,0.6863879
262,ID46,mase,0.48368707,0.6048365,0.408101,0.5397399,0.36502853
263,ID47,mase,0.2564159,0.3949341,0.366808,0.29301253,1.1497
264,ID48,mase,0.50686276,0.50143236,0.5862771,0.5442931,0.683883
265,ID49,mase,1.0152558,1.4458243,0.8703366,1.0562631,1.0752491
266,ID5,mase,0.56256026,0.59366673,0.50708145,0.5181895,0.92553174
267,ID50,mase,0.36986855,0.67221797,0.36145297,0.3715632,1.214929
268,ID51,mase,0.31882057,0.4699358,0.3729942,0.39892256,1.0333865
269,ID52,mase,0.63973933,0.6101712,0.6346187,0.5516774,0.7542256
270,ID53,mase,0.6355365,0.6358561,0.6021423,0.7170737,0.8805478
271,ID54,mase,0.21095236,0.26894122,0.21870337,0.21507996,0.5048841
272,ID55,mase,0.6175989,0.36376375,0.7835579,0.673137,0.8575211
273,ID56,mase,0.59212595,0.46441293,0.6374361,0.5245987,0.816769
274,ID57,mase,0.23282194,0.26647514,0.2772789,0.17249052,0.5471446
275,ID58,mase,0.9846314,1.2873706,0.9169392,0.9576066,1.3091004
276,ID59,mase,0.07256138,0.051154684,0.06636143,0.07356075,0.10767942
277,ID6,mase,2.456885,1.8804326,2.2097228,2.06867,1.662982
278,ID60,mase,0.23480101,0.3509597,0.26706517,0.2619767,1.2307413
279,ID61,mase,0.4975675,0.5115679,0.4959106,0.53205323,0.74332863
280,ID62,mase,0.30743873,0.3319965,0.3633943,0.28133547,0.91137534
281,ID63,mase,0.923422,0.88674784,0.8406726,0.8158665,0.49741524
282,ID64,mase,1.2553928,1.3479564,1.4492024,1.4062214,1.454434
283,ID65,mase,0.36271143,0.42056182,0.32441178,0.39223585,1.0567635
284,ID66,mase,0.7223243,0.70902014,0.6616713,0.69129866,0.8924047
285,ID67,mase,0.36419666,0.34611717,0.32794133,0.35133153,0.5028637
286,ID68,mase,1.6583252,1.6794614,1.625545,1.64407,1.1209999
287,ID69,mase,0.14768223,0.1623691,0.14783305,0.17589973,0.21192816
288,ID7,mase,0.8889003,1.4755862,1.1424369,0.83635944,1.4614636
289,ID70,mase,0.732714,0.63089466,0.7730959,0.76978695,0.9811699
290,ID71,mase,0.8255866,0.9405098,0.606883,0.6263029,0.82333595
291,ID72,mase,0.6626128,0.85550535,0.54937804,0.56693053,0.6177479
292,ID73,mase,0.3911952,0.44736987,0.41229203,0.4263146,0.45554706
293,ID74,mase,0.5165649,0.4610041,0.4031823,0.47707006,0.47022697
294,ID75,mase,1.5632575,1.4161444,1.583607,1.665015,3.1246302
295,ID76,mase,0.63947767,0.66195744,0.5297072,0.63240147,0.3549234
296,ID77,mase,0.47950992,0.67272234,0.7629127,0.6631659,0.9065805
297,ID78,mase,0.60233206,0.5422583,0.60330176,0.61507297,1.1950785
298,ID79,mase,1.0325578,1.0378106,1.0188742,0.9437882,1.0224419
299,ID8,mase,1.6059936,1.5506855,1.3255317,1.6157404,1.1307452
300,ID80,mase,0.60020393,0.6168184,0.52630174,0.62532985,0.6679552
301,ID81,mase,2.8188183,2.710902,2.8925729,2.6927817,0.5073725
302,ID82,mase,0.5296829,0.5085938,0.84793246,0.5927411,1.875705
303,ID83,mase,0.5789379,0.5203404,0.6149878,0.5542614,1.0994383
304,ID84,mase,1.8870058,1.8285997,1.5908463,1.7560277,0.77499485
305,ID85,mase,0.46379116,0.47319397,0.5128382,0.5700948,0.46285254
306,ID86,mase,0.37701783,0.35516113,0.35397333,0.37508154,0.5144858
307,ID87,mase,2.6988237,2.6759112,2.6664457,2.5078843,0.22081468
308,ID88,mase,0.33306387,0.3468729,0.28417557,0.32346138,0.74004424
309,ID89,mase,1.2255548,0.91825825,0.94686234,0.8355146,1.5212287
310,ID9,mase,0.58773917,0.55942893,0.6400604,0.6124285,0.48102295
311,ID90,mase,0.63578457,0.64380705,0.7125732,0.7524648,2.049318
312,ID91,mase,0.481962,0.5921981,0.55738884,0.56378216,1.8939593
313,ID92,mase,0.53729016,0.4547819,0.46683574,0.53384054,0.5817407
314,ID93,mase,0.6461293,0.6656727,0.58856845,0.64167315,1.3564384
315,ID94,mase,1.1063905,1.0871326,0.8750878,0.8446337,0.7686974
316,ID95,mase,1.0296032,1.066185,1.1421595,1.0826864,1.0350243
317,ID96,mase,3.9827995,4.0442333,3.7931232,3.659697,1.706084
318,ID97,mase,0.29217875,0.35986736,0.32853296,0.3450621,0.39815575
319,ID98,mase,1.223334,1.4158496,1.1371658,1.1697407,0.6807398
320,ID99,mase,0.7942645,0.6209103,0.7244919,0.64704025,1.3008499
321,ID0,smape,0.444676,0.44501194,0.45396295,0.45415518,0.47445586
322,ID1,smape,0.038801953,0.04601561,0.04109019,0.03850871,0.035902444
323,ID10,smape,0.05925751,0.060441583,0.048690256,0.05349651,0.020242656
324,ID100,smape,0.01861499,0.017012972,0.019135786,0.020018334,0.033183083
325,ID101,smape,0.018027576,0.016481575,0.01925595,0.019096559,0.021524535
326,ID102,smape,0.015906557,0.012964857,0.010909948,0.015198792,0.016577382
327,ID103,smape,0.08647957,0.0758883,0.07413781,0.072360076,0.07068504
328,ID104,smape,0.26320195,0.2783297,0.276065,0.26763466,0.3255794
329,ID105,smape,0.06217882,0.059318706,0.06552844,0.062403217,0.05629629
330,ID106,smape,0.114501566,0.11044533,0.11264753,0.11026344,0.10990105
331,ID107,smape,0.04396746,0.04585817,0.043904115,0.043379698,0.073149785
332,ID108,smape,0.031942997,0.029123342,0.022551678,0.027270352,0.02382348
333,ID109,smape,0.024852967,0.029985601,0.03354883,0.024706414,0.02474125
334,ID11,smape,0.044747423,0.04035544,0.037781347,0.043392327,0.062003657
335,ID110,smape,0.016811598,0.021112785,0.013714493,0.018824415,0.029022152
336,ID111,smape,0.035093218,0.029052475,0.03380161,0.030832462,0.025573283
337,ID112,smape,0.04065736,0.04379509,0.039749347,0.041954976,0.034524154
338,ID113,smape,0.16574061,0.17243004,0.16251059,0.18098365,0.1596474
339,ID114,smape,0.09471262,0.10424589,0.08498344,0.08035343,0.11694953
340,ID115,smape,0.19378245,0.27022085,0.31659254,0.24281622,0.14420296
341,ID116,smape,0.016597692,0.018623633,0.02830244,0.04199313,0.043051105
342,ID117,smape,0.011413138,0.009211027,0.0072118607,0.007490069,0.006082577
343,ID118,smape,0.023057481,0.024305949,0.017160086,0.026767107,0.027856572
344,ID119,smape,0.00688833,0.0038188577,0.0038957235,0.0081874775,0.016287401
345,ID12,smape,0.03002728,0.029419675,0.030278401,0.025209246,0.019017937
346,ID120,smape,0.008527467,0.011177559,0.009743675,0.0065102433,0.010137952
347,ID121,smape,0.007789601,0.006154191,0.0062204744,0.0073565356,0.016613085
348,ID122,smape,0.036292393,0.031572606,0.028242575,0.031748,0.036578115
349,ID123,smape,0.0181925,0.01760154,0.02001723,0.019847019,0.031041643
350,ID124,smape,0.07214653,0.066415355,0.071313284,0.077318676,0.14968519
351,ID125,smape,0.01438688,0.017645229,0.010678525,0.01293297,0.032817055
352,ID126,smape,0.030627018,0.031012228,0.030687576,0.031397227,0.0313053
353,ID127,smape,0.023986848,0.022996008,0.020326318,0.021142865,0.050336838
354,ID128,smape,0.036045324,0.04074594,0.04025987,0.041418005,0.0923653
355,ID129,smape,0.024449864,0.033368096,0.025112363,0.023501212,0.0703409
356,ID13,smape,0.015182793,0.01488274,0.026812648,0.026030248,0.03670874
357,ID130,smape,0.075667806,0.06416422,0.07651789,0.07872255,0.1295224
358,ID131,smape,0.0073682363,0.008335693,0.01232051,0.0065093264,0.01523763
