,unique_id,metric,Original,OnlineFixed,Online,OnlineRandGen,OfflineMax,Offline1,OfflineRNG,SeasonalNaive
0,ID0,mase,0.61833364,0.60144675,0.6543293,0.6787001,0.8570862,0.71869147,1.3186525,2.0234146
1,ID1,mase,1.1543697,1.0414406,1.0491483,0.7830568,1.1332531,1.1713859,1.1500916,1.7774295
2,ID10,mase,1.2708924,1.1371894,1.2121371,1.1488148,1.2219476,1.2159119,1.2157564,1.8304552
3,ID101,mase,2.9615862,3.0939186,3.269918,3.1009789,3.7005274,3.8357081,3.053849,7.6812987
4,ID102,mase,0.43900242,0.60652304,0.5419111,0.6601213,0.64481574,0.5713616,0.9868719,1.6502922
5,ID103,mase,0.36667398,0.7646555,0.37637857,0.5550461,0.5902246,0.65855587,1.0204257,2.0384614
6,ID104,mase,0.7942191,1.0781462,0.9954097,0.8448351,0.98091334,1.0033367,1.8856742,3.302027
7,ID105,mase,0.34473225,0.37161756,0.20061274,0.30345246,0.2782243,0.25551903,0.7053356,1.8073021
8,ID107,mase,0.07796556,0.4143863,0.26373267,0.12018008,0.37901482,0.49961904,0.61145806,2.9213116
9,ID108,mase,0.69938314,0.5971492,0.62676716,0.4434843,0.59895,0.7546901,0.715944,0.79044586
10,ID109,mase,4.496519,4.4242096,4.4793577,4.2597194,4.4644113,4.564156,4.0540047,4.5462613
11,ID110,mase,0.76897365,0.96953434,0.8154789,0.768385,0.4676131,1.0998032,0.8604565,0.49122807
12,ID111,mase,1.0515575,0.9157032,1.169135,1.1522151,1.0131235,1.1508358,1.2481,1.6375946
13,ID112,mase,0.8230791,0.8685295,0.97733194,0.95233375,1.1756284,1.1369765,1.2981837,2.897561
14,ID113,mase,0.75640345,0.77274054,0.772412,0.8485689,0.7408925,0.7907638,1.3365192,0.9585925
15,ID114,mase,0.9042316,0.8204569,0.92647195,1.0116662,0.9022048,1.2505074,2.1070435,2.2757685
16,ID115,mase,1.1499766,0.77967095,0.93467784,0.82065225,0.5384422,0.34490064,0.57839054,1.4956268
17,ID116,mase,0.15184978,0.18961239,0.020740751,0.10580017,0.10343958,0.057010137,0.35280478,1.3096288
18,ID117,mase,0.16918485,0.26995,0.22178392,0.12825622,0.34476247,0.28317496,0.5786733,1.3030236
19,ID118,mase,0.22317995,0.2869878,0.07499711,0.15896077,0.027614214,0.019379953,0.20052081,1.0729381
20,ID119,mase,0.30273375,0.2795231,0.18718597,0.23892184,0.028364342,0.028889054,0.27008364,1.7068273
21,ID12,mase,0.14689204,0.16350505,0.097278856,0.06831241,0.15169498,0.12462203,0.11611577,0.11320755
22,ID120,mase,0.4550623,0.57920855,0.6037636,0.5383993,0.82882863,0.83860725,0.8109362,2.8591032
23,ID121,mase,0.36277124,0.46901405,0.39426112,0.39196634,0.70399046,0.34876415,2.483281,0.43619797
24,ID122,mase,0.10990467,0.08186888,0.24922386,0.31795806,0.19239525,0.25539237,0.5057243,1.1764195
25,ID123,mase,0.17014304,0.15300871,0.03465319,0.15992747,0.22798696,0.23473324,0.32474077,2.0938842
26,ID124,mase,0.35486028,0.25254783,0.27736762,0.24099907,0.32590598,0.28656608,0.44349378,0.602953
27,ID125,mase,0.36781985,0.26687118,0.25118268,0.32997862,0.32238343,0.38359502,1.5822197,0.16764669
28,ID126,mase,1.0768086,1.0845729,1.2059435,1.3091474,1.1421692,1.3568107,1.153868,2.4829545
29,ID127,mase,0.2983428,0.23586747,0.5900863,0.6367149,0.6107492,0.6449188,0.98013467,2.4201362
30,ID128,mase,0.4150905,0.4391263,0.5772426,0.5711167,0.7445828,0.7186326,0.9855051,2.2648525
31,ID129,mase,1.1951138,1.406674,1.2201129,1.1637236,1.3661311,1.3671024,1.4822648,3.544681
32,ID13,mase,1.097519,1.0695238,1.0832306,1.2487665,0.99196124,0.85233796,0.97172093,1.4522916
33,ID130,mase,0.799828,0.8597702,0.9226598,0.87974185,1.1277454,1.157398,0.84344465,2.8455555
34,ID131,mase,0.33927205,0.41261,0.076638594,0.19023816,0.16469671,0.09899335,0.4105822,1.3034129
35,ID132,mase,0.26175335,0.33752108,0.19152632,0.28223017,0.09517023,0.1358679,0.13313922,1.029176
36,ID133,mase,0.21468532,0.36640182,0.189393,0.22640146,0.12462026,0.1224084,0.5622152,1.7207462
37,ID134,mase,0.9931371,0.8826629,0.92984575,0.7810872,0.8059148,0.85720474,3.8205285,3.1866133
