,unique_id,metric,Original,OnlineFixed,Online,OfflineMax,SeasonalNaive
0,ID1,mase,0.5102695,0.42048332,0.4682831,0.33965895,1.3309436
1,ID10,mase,1.2484013,1.3013214,1.2548959,1.2246385,2.1313908
2,ID100,mase,0.49953413,0.5728701,0.51668227,0.58558714,0.6221448
3,ID101,mase,0.71198714,0.6407506,0.60752046,0.59305245,0.89518845
4,ID102,mase,0.8211915,1.0038942,1.0431669,0.89395744,1.1054027
5,ID103,mase,0.6465978,0.6053699,0.6162457,0.6758596,0.7836867
6,ID104,mase,1.062197,0.76924545,0.8682494,0.8564303,1.0984397
7,ID105,mase,1.0218539,0.7147752,0.81611985,0.83515596,0.99127084
8,ID106,mase,0.35378042,0.38904378,0.3373212,0.39452526,0.4424203
9,ID107,mase,0.94707084,1.0151895,0.8568844,0.7874598,1.1263956
10,ID109,mase,1.1178018,1.0469589,1.1228163,1.0272025,1.3157855
11,ID11,mase,0.905974,1.0049485,0.8124264,0.9915599,1.0275849
12,ID110,mase,1.4906658,1.6652029,1.2611235,1.6813649,1.0465004
13,ID111,mase,2.633344,2.7912245,2.4906375,2.6464193,3.4543633
14,ID112,mase,0.6567302,0.7248071,0.5891471,0.6877942,1.8122567
15,ID113,mase,0.55164593,0.59836245,0.47394896,0.58086944,1.6487256
16,ID114,mase,0.79941314,0.80934334,0.77235645,0.7219538,2.682198
17,ID115,mase,0.30290276,0.32949772,0.26566923,0.26932716,0.6967881
18,ID116,mase,0.8132112,0.79544413,0.7582723,0.9771081,0.56888604
19,ID117,mase,1.3355416,1.2518628,1.2940872,1.2880782,1.1275458
20,ID118,mase,0.7958085,0.77684045,0.69716746,0.43607798,3.9492388
21,ID119,mase,0.5379928,0.65093553,0.48352128,0.59435844,2.0553684
22,ID12,mase,0.9525654,0.8113478,0.9146036,0.81274945,0.9054125
23,ID120,mase,0.24149546,0.25298214,0.24939385,0.23831154,0.32082865
24,ID121,mase,0.4368314,0.43677372,0.33626068,0.32847667,1.612157
25,ID122,mase,0.39268732,0.47778508,0.4448646,0.44793296,0.72865075
26,ID123,mase,0.4368314,0.43677372,0.33626068,0.32847667,1.612157
27,ID124,mase,0.32954478,0.37459886,0.39606565,0.28561792,2.326119
28,ID125,mase,0.80081606,0.8654226,0.80636674,1.015092,0.9395154
29,ID126,mase,0.38885722,0.2607801,0.30120575,0.36936107,0.69265115
30,ID127,mase,0.6155248,0.6038487,0.67088634,0.62429565,0.69674885
31,ID128,mase,0.39478064,0.45446616,0.36710387,0.41474193,1.115829
