,unique_id,metric,Original,OnlineFixed,Online,OnlineRandGen,OfflineMax,Offline1,OfflineRNG,SeasonalNaive
0,M1000,mase,0.3191341422833803,0.24132316891823552,0.3667853691025925,0.11857727624641956,0.21530427742609573,0.2211755221224799,0.2388963580265587,0.7210528503529059
1,M1001,mase,0.57798532803025,0.40861848923684074,0.5206525524870648,0.3689356464803837,0.45735608178547427,0.44452505723158386,0.36827359804758875,0.6629848910220356
2,M1002,mase,0.48510601121951225,0.6049312513689368,0.4546364713938582,0.8423988542573634,0.6688211288558764,0.5631613387446313,0.53833953847331,1.7375706131475712
3,M1003,mase,0.6830485480867919,0.6005639121175956,0.684444064524145,0.5105485747025502,0.6204834068602084,0.5649893398833704,0.5570138352081603,0.5686365410645443
4,M1004,mase,0.3866423972880202,0.2582004020488579,0.2260696167943921,0.29933948992433673,0.27970263192313516,0.2804700831911263,0.21862957196900018,0.25487678867770924
5,M1005,mase,0.9229993383296945,0.9245284565618044,0.7814526605685309,1.1034040305500115,0.8818611252464774,0.9826538769519987,0.995979746586555,1.3190217460948013
6,M1006,mase,0.11044588194755245,0.10782696138400319,0.2194731667445865,0.10803116042289798,0.21286143633308882,0.06585809784228042,0.26319928124346803,0.29569345509499284
7,M1007,mase,0.9734205695795958,0.8950529801711251,0.8014270253517273,0.9657017682721315,0.8815648265640852,0.9449693031194939,0.7885326357186717,0.8521544129424956
8,M1008,mase,0.12372904617750495,0.15540226738989216,0.22236886542813136,0.12792588768523697,0.24195795480710472,0.11197740824174919,0.17971185856431815,0.293195549759355
9,M1009,mase,0.42147066864751614,0.5359048523748854,0.6031017779425946,0.4299178319521234,0.7378877866396336,0.5150315151572977,1.0017020216417396,1.17828055200454
10,M1010,mase,0.43626527280117805,0.5887149737348537,0.4585713193724718,0.9290734242898273,0.5054311785493156,0.5587017670825244,0.8624106505730408,1.3239065814566937
11,M1011,mase,0.6464708497461642,0.8292435850524359,0.6542827169832823,1.0105410098495087,0.722060703622059,0.7632261967588332,1.1088484399726302,1.5423730474364246
12,M1012,mase,0.37657503805437337,0.3299610851334494,0.3304824207455061,0.7971281945619401,0.2577970720115373,0.38784845822835456,0.7880535924018525,0.6171148134358599
13,M1013,mase,0.6421168882183224,0.5939770409493591,0.593359316932063,0.5479725059535556,0.5357046299546748,0.6228383822783756,0.5306911638655352,1.3169894641313322
14,M1014,mase,0.7474375025599974,0.7127156833475413,0.6822435235024483,0.7175779997199164,0.6617106787838786,0.7803657129959146,0.6884435086163865,1.5019731035185961
15,M1015,mase,1.0158200967634208,0.7875950821492368,0.8429869671626667,0.6986446924959409,0.7377169565454793,0.8543466224830022,0.4875628268625167,0.4583190220445888
16,M1016,mase,1.487186680937399,1.0844224248819119,1.1419843243412149,0.8384684862902493,0.8891792322021959,1.1920861061521966,0.3648515934318439,0.8371175393234218
17,M1017,mase,0.5308073271256262,0.4904442109778512,0.5019568356284192,0.48041747316837596,0.5103409892829751,0.5659530223965615,0.4865035081899957,0.5669428748956331
18,M1018,mase,0.4389683690830159,0.3934859502943794,0.3970841771505274,0.3658267825495672,0.36859057122667904,0.4575642065870128,0.41062982803181175,1.0077713364196244
19,M1019,mase,0.681017704702175,0.9716052308623704,0.8937117717366164,1.078576350073257,1.0540296787883003,0.8729262025208105,1.2644813195937745,2.4335782515543585
20,M1020,mase,1.605499634905739,1.7668656171793509,1.5416878991822645,1.8657345576646767,1.6525281896026425,1.5482172562402208,1.6266286738246778,2.472749114338841
21,M1021,mase,0.8659211572016123,0.779719385747797,0.7611887266644263,0.8592819635385558,0.7138022483776252,0.7803769676024461,0.7965541828410073,0.818070089350616
22,M1022,mase,0.9893418026414367,0.9803324660240413,1.0183882890490101,1.0564548107709475,0.9904810497781527,0.9867612342690848,1.1525046272550585,1.0414413555693238
23,M1023,mase,0.4327188413460843,0.3397345863951243,0.46543485550460956,0.2348261277241247,0.34454604648062315,0.3490301770717448,0.29014308193014415,0.6462245202097511
24,M1024,mase,0.2601932298913561,0.3333375006606604,0.34206298852984623,0.2996620336949289,0.29509031251338774,0.31723076235103403,0.36945406464651603,0.3923001649342426
25,M1025,mase,0.47581196303421736,0.3737704331521402,0.4846514731096089,0.22523544382603422,0.36216433192574576,0.39158813562950756,0.2867909504364891,0.6809513455752664
26,M1026,mase,0.6387163886238408,0.3210969084698586,0.46324806996516404,0.2905941968682183,0.23739832755844242,0.43230185401571464,0.37709908564691036,2.1580016844244216
27,M1027,mase,0.2615333259445963,0.20914151142493345,0.3091079400367633,0.2693541536441561,0.2413455185742356,0.21228738726306878,0.27905560575463007,0.6803089930045076
28,M1028,mase,0.7545432381303048,0.9658081349770045,0.8649679492011797,0.8121875953098219,0.9516876657959019,0.8586789855446307,0.9351100509930125,1.4737261616490709
29,M1029,mase,0.910487820449453,0.8680946951492079,0.8405441471854124,0.8658887361648735,0.8714869089965394,0.8975863789661636,1.525006403244296,2.0663201598301804
30,M1030,mase,0.9812307299907604,0.6535467072726762,0.6754313017543018,0.6866878131556394,0.6007156110812983,0.7925008116717858,0.5636579199412276,1.3293602317545636
31,M1031,mase,0.5542142521283716,0.5778243628272748,0.5554597629272305,0.5423931615752537,0.5212002973395078,0.5923983613084869,0.5386624361660117,0.9089140350263902
32,M1032,mase,0.3204949260488293,0.36911418471288265,0.348731062483805,0.4859544039264806,0.3564754517939829,0.32981607361094434,0.4478439250177486,1.2668849171238128
33,M1033,mase,0.5704502300388075,0.5609396368625298,0.5287266808318506,0.5667463920919393,0.508689102263678,0.5710632773399403,0.5172367400639796,0.762973152858633
34,M1034,mase,0.7528604814366961,0.9356803433631101,0.8315904502855632,0.7463632077907713,0.9032625125145511,0.8300267047629616,0.8436413261398292,1.1282841336819582
35,M1035,mase,0.6073766871994162,0.544472205924597,0.6601830394566636,0.6030949966554112,0.6644642205528543,0.6219548760360943,0.7625288006948829,0.7151909825729079
36,M1037,mase,0.2643375834022492,0.2202515481745545,0.2247174946307464,0.16901825650842242,0.2096058869151562,0.19315227257251483,0.27941699921375834,0.5775846164375461
37,M1038,mase,0.5535830793247596,0.9210992036910768,0.7505976575647737,0.8170605607372885,0.9014394238379382,0.7405161474510766,1.113608657247856,1.533009434054302
38,M1039,mase,0.4687871648010242,0.47531716975313104,0.4998714326120439,0.4550024471592059,0.48274535935753166,0.47917203256275626,0.4815420856889158,0.5871209383237197
39,M1040,mase,0.42359203843081933,0.5269500067698848,0.48500306488763595,0.590216014650347,0.4895604355801973,0.5258505425391122,0.6615641259577939,0.8237944105774581
40,M1041,mase,0.8435157867668058,0.8344720839069546,0.9260623256358365,0.7770862682619848,0.813519462080745,0.8171566295012078,0.8526989234326099,0.5550858856230589
41,M1042,mase,0.7008143449932996,0.6084671506619469,0.6597016179105885,0.4453213881678744,0.6335759050969226,0.5360963566842133,0.471414736179119,1.143095552481556
42,M1043,mase,0.4697869679341483,0.3326209572128398,0.4067482035632674,0.2698553725150543,0.3663435287209211,0.3754614929196824,0.28944940317477247,0.8824683221529166
43,M1044,mase,0.583070608982705,0.5492718254425393,0.5487530878219179,0.5612668411479982,0.5541724364403241,0.5505207645554279,0.5192875861492393,0.6172314147731771
44,M1045,mase,1.6919715686708616,1.1172522636622837,1.4044432918845893,1.2767076003128623,1.237825713469279,1.3745876539405393,1.2948751879150084,0.921040750696311
45,M1046,mase,0.6348724213011262,0.6655486217843942,0.7221680755246087,0.5676711458822328,0.6736821113250755,0.6303521073927619,0.5482481793150433,0.48882130295573256
46,M1047,mase,0.15630154014163036,0.2998137341252422,0.1895144804343768,0.21702568169376163,0.270686852900218,0.20711765611124566,0.22534700016272102,0.629288770485186
47,M1048,mase,0.9476079127136126,1.2205797817376782,1.006510458351474,1.5999156207781622,1.139598013472129,0.9530319553402969,1.651020331965137,1.0762005387244524
48,M1049,mase,1.317299827567178,1.533687250242224,1.145404394190095,1.8030141182829469,1.1359563925268739,1.1519663405343314,1.463730000397623,1.3765948901111418
49,M1050,mase,0.8867011625989349,0.680308571283957,0.7794648528213561,0.7450271434438239,0.7349158994694776,0.8268029655647289,0.7891055614434329,1.0660496897907847
50,M1051,mase,0.5124856278125594,0.3963217304600361,0.4646437565691113,0.3980127963325897,0.41387009954252757,0.4754876246560097,0.45863147677095123,0.6371546122889454
51,M1052,mase,1.1360828156202845,0.8779880049128527,0.9740124813540021,0.7908182771498273,0.9180757157294348,0.9610135508490634,1.2374666191756132,1.575380014951408
52,M1053,mase,1.0327396998240044,0.9108593316800898,0.9808899753683176,0.9206896183714416,0.9589949563750879,1.0008924546215128,1.0788223220800266,1.276615752878149
53,M1054,mase,1.593772977250918,1.3417477117928072,1.4767729038022919,1.3799899549225354,1.3908546247427125,1.5286991253094404,1.3916083636689198,1.907863818424566
54,M1055,mase,0.9447059233337236,0.725413468730482,0.8268855526518368,0.8798954625116777,0.8237441065511729,0.8875121889398673,0.955879954206265,1.0696455792682926
55,M1056,mase,2.2457598742811924,1.8909441218310898,2.126528254569531,2.222802764708707,2.197280933396422,2.067534485434175,2.434283756722838,2.550091437519694
56,M1057,mase,0.6220821679476998,0.6262189728496658,0.7170620999076238,0.5806970451285554,0.6302293833253642,0.7113649429730735,0.7893153173113947,0.9172430546797069
57,M1058,mase,1.755461371035468,1.6207374124749148,1.6673470764985603,1.4606428526633801,1.757327584443984,1.6731785034573772,1.9908190684713376,2.3165517843120145
58,M1059,mase,1.553316638024602,0.9242256749728653,1.092266925198987,1.1283954979196815,1.191234538938133,1.3910964634587553,1.9144040848860346,1.9826338639652676
59,M1060,mase,1.858139540982588,2.2785360227010165,2.119977530173203,2.190267943165173,2.4562064186037387,2.1441985655058766,4.139510857748361,4.731629058696334
60,M1061,mase,3.9218111160812534,4.197408347441406,4.029631302926761,4.1678074551942155,4.293547108112724,4.057368511242137,5.142420573322621,5.662882608615915
61,M1062,mase,0.6100350634828305,1.0197887165035302,0.7133060965580872,1.0580800329950257,0.7732533697047497,0.631793803654525,1.60850223644095,2.4030808729139923
62,M1064,mase,1.2293022351824372,1.7473467642501748,1.5711788446010824,1.8705990037971372,1.4805671700418994,1.4926926392283522,2.987558607389141,2.5265363128491622
63,M1065,mase,0.6361620678191489,0.9251210106382978,0.838776761968085,1.2268237200797871,1.0124163480718085,0.6118910405585106,1.3437549035904255,2.5659574468085102
64,M1067,mase,0.41353285047743055,0.8043570963541666,0.6044703504774305,1.1118485514322918,0.5732291666666667,0.709776611328125,1.0099408637152778,0.888888888888889
65,M1068,mase,0.7735899759784908,1.0316773872752114,0.8634065089474612,1.8469868983603666,0.806025087601375,0.7304002253393864,2.3871874724523976,1.002820874471086
66,M1069,mase,0.45857079001034007,0.5562461134966682,0.5248277192957261,1.0718468520220588,0.47460000430836397,0.4848255292107077,1.17553492826574,1.0422794117647058
67,M1070,mase,1.0092514631183747,1.2169741745803886,1.0589610651777828,2.222386194235866,0.8261606945671378,1.070404186450972,2.2512149403710247,0.6996466431095406
68,M1073,mase,0.42990078151997657,0.3138689890746697,0.27865619974281614,0.3596501944246923,0.2638239704753582,0.40198693957009757,0.4088655801008134,0.4524043701321141
69,M1074,mase,1.1320611807016225,0.8389328002929687,1.0264039259690503,1.2845267662635216,1.314322251539964,0.9687908466045672,1.502423565204327,1.3701923076923077
70,M1075,mase,1.8114634754893546,1.1800364064646292,1.3811111617874314,1.2605961055546016,1.5170375279017858,1.749485829112294,2.0630984128176513,2.1840659340659343
71,M1076,mase,3.081219721963304,2.4556904312205647,2.7182069883241753,2.5000438456632654,3.19341272566719,3.08767722233124,3.4913409414246463,3.7833594976452116
72,M1077,mase,3.0906000054632865,2.5845821951486014,2.837223011363636,2.5923859538898597,3.2279763986013985,3.1476352846372375,3.071825967001748,3.6083916083916083
73,M1080,mase,1.5702836507852294,1.3639403053374364,1.7969237452249578,1.4363632746179968,1.7361432579053482,1.7052547020904076,1.5846225395267401,2.0203735144312396
74,M1081,mase,1.3586680271976308,1.0135591197786784,1.0645750126636533,1.1552481101932668,0.9997804560863466,1.073482918679863,1.002807556304551,1.4713216957605986
75,M1082,mase,1.400805798451835,1.214634819380734,1.6215354429472477,1.0836663202408257,1.6514827623279817,1.5873000286697247,1.9347702838302752,2.036697247706422
76,M1083,mase,1.1654378255208333,1.117776511863426,1.1230919053819444,1.674903247974537,1.0595813440393518,1.1023365162037038,2.449002097800926,1.2037037037037037
77,M1084,mase,0.5869106089935546,0.2476054574611187,0.38181373108221156,0.3024584658291505,0.3123926813588486,0.33611140076003876,1.2999111520481597,2.9545973077800594
78,M1085,mase,0.44677591293836955,0.4952719483253865,0.5800900378316487,0.3944845878765076,0.42562314708127424,0.5144229203898386,0.5720735358889668,0.3605357026575308
79,M1086,mase,0.28425916924585326,0.3984822216300037,0.3162947800378879,0.5674160134223298,0.4333486348790501,0.3864109701490173,0.5023992523394832,1.4654637150423864
80,M1087,mase,0.49164038121099374,0.5553075503799357,0.6362630813898973,0.4904089830154074,0.5510349429346195,0.550970332987653,0.7816288692128239,0.28744599135861737
81,M1088,mase,1.7658609541653574,1.7241519802603609,1.8806491084467079,1.7292965428481644,1.6554512470424045,1.8055654639496839,0.9058144298021646,1.3612333173130244
82,M1089,mase,1.447720724627643,1.4707683940836906,1.6097725134572292,1.4835074016663217,1.4195383477749903,1.5367328646772094,1.0125397037735044,1.1389321901792675
83,M1090,mase,1.6062239321850622,1.679340770748558,1.5627054412498527,1.8522161088552316,1.6474841970223746,1.4942122019224124,2.2256861491612567,1.8361091575776547
84,M1091,mase,0.41665793514369587,0.43454204167954263,0.36760173632571075,0.48925940590234857,0.5135321867274413,0.42937821094715695,0.377722376197466,1.1283065512978987
85,M1092,mase,1.1304266821858937,1.2786262752011883,0.9809111327302078,1.4959110817089936,1.0423265821843135,1.0416054343518266,0.8066257300971181,1.6772351900227522
86,M1093,mase,1.6890738122507591,1.5029246062594945,1.642891548524734,1.3905861674539495,1.4065175254581272,1.6136803499157328,1.1985187998480817,1.0295385677281141
87,M1094,mase,0.5544831597920016,0.6771335025308982,0.5276623888414389,0.810783067316871,0.6305774357541197,0.48284452873794215,1.0149306809403889,1.001105305466238
88,M1095,mase,0.6178931916706256,0.906404863883661,0.91048565605129,1.337519492707115,0.8801777797699533,0.7425567479740717,1.5073298074682975,1.3978219558544072
89,M1096,mase,0.8634673289242127,1.2634788403865378,1.1475727491877707,1.5035675608130623,1.2273518690384455,0.834743627124292,2.357310030770993,1.9830889703432186
90,M1097,mase,0.6681276918842707,0.6873944250231767,0.7257712308791718,1.122752650842089,0.8576798492544808,0.857434863643387,1.0607801998029975,0.6341161928306551
91,M1098,mase,0.7534511465989759,0.7041844028281662,0.7237981066540237,1.0894444747102336,0.711106358564204,0.691850592685953,1.3364776707186832,0.8651840683502952
92,M1099,mase,0.9070958497839691,1.031758184967223,0.8770342530169846,1.1978125698376043,0.8089933374925508,0.8343775607121574,0.8818706235101312,0.9535160905840286
93,M1111,mase,1.1913317586138292,1.4294247653118368,1.1100244681752534,1.6783031345791084,0.8781071082512969,0.978094121190462,1.1620512325733907,0.9396368780947889
