,unique_id,metric,Original,Online,Offline,OfflineMax,SeasonalNaive
116,ID3,mase,4.0180326,3.0737565,2.4753802,3.9516966,2.7211468
117,ID30,mase,2.2890637,2.384805,2.2973425,2.3494608,1.7541614
118,ID31,mase,1.0338742,1.091497,1.0778793,1.0772318,1.3923999
119,ID32,mase,1.3613116,1.3435757,1.4094808,1.2910483,0.9528595
120,ID33,mase,4.7537837,4.4120526,4.232273,4.9916244,3.9078948
121,ID34,mase,0.45455372,0.19782378,0.37759274,0.25485358,1.2067039
122,ID35,mase,1.1129147,1.2929652,1.1037644,1.2252293,2.2772276
123,ID36,mase,0.7462233,0.48462865,0.7725251,0.74288994,0.5676745
124,ID37,mase,0.7132724,0.88291836,0.6464146,1.1172203,1.29101
125,ID38,mase,0.7263872,0.64357287,0.7245664,0.30990946,0.8505703
126,ID39,mase,0.9245707,0.58766055,0.79489475,0.97220933,0.9867602
127,ID4,mase,1.0928757,1.0258563,0.89754194,1.0580198,3.28451
128,ID40,mase,1.3927224,1.4131383,1.6994882,1.5639869,1.9982201
129,ID41,mase,0.53332216,0.61963385,0.6634675,0.6531534,1.448036
130,ID42,mase,1.1998551,2.4470193,1.4144782,1.1053662,0.64435786
131,ID43,mase,1.2629728,1.4913331,1.3172033,0.72395337,1.6763848
132,ID44,mase,1.2404565,0.823298,0.61737883,0.9606026,0.4166667
133,ID45,mase,0.8705151,0.0456454,0.2804431,0.020956155,0.5273433
134,ID46,mase,3.3656058,3.1206737,3.1192968,2.659142,1.2773722
135,ID47,mase,0.8256046,0.7177821,1.3249977,0.37946296,0.41269842
136,ID48,mase,0.6554182,0.3914078,0.6202265,0.69576466,1.3541666
137,ID49,mase,1.349302,1.0305465,1.7120786,0.8170813,1.2055137
138,ID5,mase,0.7842794,1.1507739,1.0522994,0.97496337,2.166205
139,ID50,mase,0.25134787,0.4679475,0.38569358,0.47117898,1.0
140,ID51,mase,1.6633871,1.64027,1.9181792,1.7602875,0.95744675
141,ID52,mase,1.8684685,1.7874402,1.5131223,1.537807,3.28125
142,ID53,mase,1.4267501,1.0288996,0.8440114,1.6177204,1.7460316
143,ID54,mase,0.42254537,0.5431962,0.88580984,1.3375094,2.242268
144,ID55,mase,4.4535785,4.173858,4.2725725,4.218352,2.923946
145,ID56,mase,0.30284712,0.20009843,0.56634676,0.048364572,0.91397774
146,ID57,mase,1.6045265,1.557228,1.6498227,1.7427444,2.420024
147,ID58,mase,2.1958373,3.0064552,1.5456295,0.9220462,1.3606694
148,ID59,mase,1.1694934,0.4800043,0.55078,0.39822936,0.5606472
149,ID60,mase,2.2463062,2.4130023,2.2804303,2.4388678,2.8290734
150,ID61,mase,1.5645455,1.0343133,1.2825229,1.1095537,0.6934673
151,ID62,mase,0.9896948,0.696517,0.5361934,0.8096123,1.5276753
152,ID63,mase,2.583574,1.5047351,2.656101,1.5020659,0.21714157
153,ID64,mase,1.3891836,0.90744054,1.0389192,0.9485742,0.73684216
154,ID7,mase,1.2651315,1.405164,1.4656662,1.2604363,1.8302919
155,ID71,mase,0.22519232,0.2570188,0.10983603,0.1887858,1.1241829
156,ID77,mase,0.10180164,0.3045866,0.2272091,0.2624554,1.3378868
157,ID78,mase,0.7554732,0.2225429,0.4048341,0.6872865,0.22193076
158,ID79,mase,0.22556528,0.67920035,0.6105755,0.64900875,1.9231812
159,ID8,mase,0.18600062,0.46429858,0.30352598,0.42258176,0.7216747
160,ID80,mase,0.3027478,0.691026,0.60022867,0.6971078,1.8460575
161,ID81,mase,0.5411309,0.39936402,0.43056497,0.48693016,1.0375717
162,ID82,mase,0.95727605,1.3357568,1.232044,1.3495433,2.6438124
163,ID83,mase,1.2015795,1.6088661,1.2549946,1.4548653,3.0711172
164,ID84,mase,0.6265378,0.4765253,0.33736196,0.61655474,1.6303631
165,ID85,mase,4.201645,3.3047178,3.8849602,3.475509,1.0492228
166,ID86,mase,4.532899,4.704319,4.5695734,4.2290573,6.216418
167,ID87,mase,0.6763868,0.1316179,0.3057967,0.20495564,1.1665987
168,ID88,mase,1.8199506,2.0944932,2.3613157,0.68442476,1.1045752
169,ID89,mase,0.35304224,0.73687416,1.1017958,0.5974286,0.688405
170,ID9,mase,2.480853,2.7169714,2.638021,2.598543,2.6258903
171,ID90,mase,0.6320675,0.9244095,0.56966513,0.9414135,2.0514135
172,ID99,mase,0.84730124,0.6177286,0.62902987,0.6391853,0.44457856
173,ID0,smape,0.3316105,0.39061642,0.3865509,0.39539424,0.582232
174,ID1,smape,0.041795276,0.04478912,0.038129166,0.047071464,0.05035425
175,ID10,smape,0.06586837,0.07251718,0.07570223,0.065498486,0.0952381
176,ID101,smape,0.031991355,0.042016268,0.03837401,0.043659616,0.08416291
177,ID102,smape,0.01045989,0.009911393,0.01118766,0.011152273,0.038541503
178,ID103,smape,0.037068322,0.02144524,0.026249647,0.021185411,0.07479355
179,ID104,smape,0.012781516,0.025146186,0.0074895676,0.013872169,0.09579012
180,ID105,smape,0.029717155,0.017448723,0.022507142,0.021647414,0.047724474
181,ID107,smape,0.007882512,0.004059172,0.0011614981,0.0034003444,0.06490578
182,ID108,smape,0.10500565,0.071155965,0.06976376,0.06019111,0.039282326
183,ID109,smape,0.3505824,0.32955703,0.33169383,0.34166053,0.308668
184,ID110,smape,0.1340905,0.16469689,0.11138569,0.11803773,0.025547445
185,ID111,smape,0.039464343,0.031863775,0.031847388,0.033737235,0.063951194
186,ID112,smape,0.012649551,0.02265967,0.02317631,0.022358611,0.0619185
187,ID113,smape,0.021029737,0.046967775,0.041235775,0.048638448,0.09106314
188,ID114,smape,0.015600797,0.029203303,0.040457718,0.04109332,0.092621416
189,ID115,smape,0.015240806,0.012208831,0.010080816,0.018135283,0.031229775
190,ID116,smape,0.0054702926,0.0043271,0.0018274349,0.0030392664,0.027297128
191,ID117,smape,0.0066648056,0.003579808,0.004414941,0.005421032,0.025651325
192,ID118,smape,0.0067350483,0.0031567996,0.001721483,0.002664165,0.02690771
193,ID119,smape,0.00696209,0.0045619574,0.002713035,0.0059999507,0.036951285
194,ID12,smape,0.016821869,0.01004309,0.01067931,0.0078401975,0.008152089
195,ID120,smape,0.005827911,0.015077561,0.015433985,0.015396869,0.06325111
196,ID121,smape,0.0070819454,0.0038445028,0.0055154082,0.0059323967,0.009761629
197,ID122,smape,0.003811791,0.010142544,0.006817401,0.008409475,0.028697021
198,ID123,smape,0.0051799007,0.005291564,0.004833294,0.0063935253,0.041628893
199,ID124,smape,0.021179296,0.01859802,0.016192237,0.021783642,0.025256462
200,ID125,smape,0.049313877,0.038448256,0.022145364,0.003975801,0.0057345387
201,ID126,smape,0.020268448,0.031690195,0.031196317,0.027779138,0.04933955
202,ID127,smape,0.004812942,0.011555889,0.00867597,0.010440191,0.033285584
203,ID128,smape,0.0061979173,0.016191993,0.01538511,0.016573314,0.04991401
204,ID129,smape,0.016554164,0.03043485,0.024183024,0.030066295,0.101796746
205,ID13,smape,0.029021002,0.029995907,0.027748957,0.024587667,0.04483328
206,ID130,smape,0.016966967,0.027797174,0.026012057,0.029397322,0.06615961
207,ID131,smape,0.007423091,0.001301054,0.002159447,0.00015533285,0.01961017
208,ID132,smape,0.009328931,0.0057282457,0.005155378,0.0041279853,0.025321888
209,ID133,smape,0.0054756873,0.00073960284,0.0011901602,0.0015729164,0.020475017
210,ID134,smape,0.09833173,0.089723565,0.07183075,0.09286663,0.49095732
211,ID135,smape,0.044501692,0.030824412,0.032637678,0.036743194,0.034888104
212,ID136,smape,0.03087055,0.018978603,0.024113275,0.028610636,0.010413412
213,ID137,smape,0.02450248,0.014361043,0.013679642,0.015203815,0.03155841
214,ID138,smape,0.01225889,0.033918977,0.016588412,0.026975607,0.09552927
215,ID139,smape,0.07737907,0.06590563,0.06913805,0.066127725,0.055762593
216,ID14,smape,0.02466138,0.021441646,0.030115176,0.027440544,0.016997293
217,ID140,smape,0.07566196,0.06183756,0.07910081,0.059077233,0.017534524
218,ID141,smape,0.07389392,0.07313797,0.07404669,0.057153508,0.025816295
219,ID142,smape,0.011250673,0.00059116405,0.004844338,0.0040812753,0.012078978
220,ID143,smape,0.012132341,0.003513908,0.0032243503,0.00028157124,0.036823444
221,ID144,smape,0.043729372,0.02928132,0.039236087,0.032160915,0.0455164
222,ID145,smape,0.017328182,0.008629133,0.010483474,0.007953792,0.008818438
223,ID146,smape,0.030675018,0.01878288,0.02391762,0.028415047,0.01021759
224,ID147,smape,0.0068031386,0.0033114217,0.0040187207,0.004893381,0.0122858565
225,ID148,smape,0.016349308,0.004962247,0.009483485,0.011080649,0.0035627964
226,ID149,smape,0.02241484,0.011644991,0.0150910225,0.013582715,0.003876799
227,ID15,smape,0.07737182,0.083653614,0.066049375,0.04698865,0.18607293
228,ID150,smape,0.01360972,0.0031629216,0.006044726,0.010466548,0.0039716954
229,ID151,smape,0.017327737,0.007357903,0.011882772,0.01131174,0.0037054815
230,ID152,smape,0.016758628,0.014339723,0.01585484,0.045379,0.033468068
231,ID153,smape,0.044108875,0.108163744,0.027054813,0.03835242,0.07873299
232,ID154,smape,0.055017304,0.03939379,0.04650309,0.040012404,0.025241546
233,ID155,smape,0.03345584,0.029652284,0.030033937,0.013239808,0.017585896
234,ID156,smape,0.020268448,0.031690195,0.031196317,0.027779138,0.04933955
235,ID157,smape,0.025650356,0.013323563,0.018641053,0.01670722,0.07460907
236,ID158,smape,0.025787858,0.015261975,0.01748635,0.016404225,0.03185969
237,ID159,smape,0.005054502,0.015250422,0.0146866515,0.015520138,0.05004563
238,ID16,smape,0.085124046,0.08237738,0.087872654,0.093267694,0.13466498
239,ID160,smape,0.031107314,0.020612514,0.01949468,0.021485498,0.021232331
240,ID161,smape,0.011530459,0.013076574,0.013276508,0.013424648,0.049964532
241,ID162,smape,0.044838034,0.022105435,0.059028946,0.016476894,0.021234803
242,ID163,smape,0.05035694,0.0276828,0.058301553,0.03236098,0.012472858
243,ID164,smape,0.2240614,0.21230659,0.21776865,0.21291892,0.21347962
244,ID165,smape,0.03554466,0.025831904,0.028039515,0.027818263,0.025524862
245,ID166,smape,0.14301851,0.1201567,0.110281214,0.12694205,0.107464366
246,ID167,smape,0.08323372,0.093596205,0.09267856,0.09490937,0.13343571
247,ID168,smape,0.008064219,0.0063050482,0.009524904,0.009751498,0.00893911
248,ID17,smape,0.03998208,0.033986583,0.035420045,0.034938205,0.050800253
249,ID173,smape,0.016811125,0.01714361,0.015716756,0.01589011,0.019087933
250,ID174,smape,0.01894967,0.030274827,0.026540471,0.031722646,0.06427311
251,ID175,smape,0.068742394,0.06923354,0.061356626,0.07488321,0.088513516
252,ID176,smape,0.18943599,0.19835019,0.19727954,0.1824242,0.21189457
253,ID177,smape,0.0131445825,0.0145464055,0.0129509345,0.011651949,0.052464932
254,ID178,smape,0.015311785,0.005083644,0.008993141,0.0017090325,0.0010217265
255,ID179,smape,0.043726,0.08816845,0.023360714,0.036702618,0.047322053
256,ID18,smape,0.17882185,0.17728448,0.1650294,0.17443028,0.19647412
257,ID180,smape,0.018638326,0.011195006,0.010635035,0.016933713,0.086980164
258,ID181,smape,0.37408233,0.27705535,0.1654534,0.21685462,0.4149733
259,ID182,smape,0.028959084,0.024847511,0.022963163,0.029646348,0.031680264
260,ID183,smape,0.020919325,0.020782238,0.03420999,0.018765848,0.022522958
261,ID184,smape,0.18348016,0.17751881,0.12345722,0.09548384,0.31542766
262,ID185,smape,0.1024905,0.120180264,0.12010859,0.09305259,0.2246033
263,ID186,smape,0.016931191,0.0115365125,0.013604282,0.010747516,0.0027472684
264,ID187,smape,0.20406905,0.2285841,0.18430427,0.11784523,0.14163226
265,ID188,smape,0.21855287,0.15776889,0.17017518,0.15920882,0.07137906
266,ID189,smape,0.007611234,0.0023938115,0.0037838367,0.0047888374,0.012443665
267,ID19,smape,0.065110125,0.099636465,0.08980673,0.08280613,0.2042248
268,ID192,smape,0.06266689,0.06903916,0.06640773,0.052791424,0.016666668
269,ID193,smape,0.067087375,0.062496193,0.08298276,0.07844767,0.06404255
270,ID194,smape,0.0007504837,0.00903864,0.0033370673,0.010131728,0.026682183
271,ID195,smape,0.025125675,0.0140070375,0.019189756,0.013887734,0.008182459
272,ID196,smape,0.15543337,0.12267029,0.1796647,0.18392023,0.081487894
273,ID197,smape,0.005940699,0.01584863,0.013826526,0.017327778,0.043783337
274,ID198,smape,0.0087444335,0.0020419252,0.0035262085,0.001188751,0.014865914
275,ID199,smape,0.14434987,0.11511864,0.09891737,0.13837032,0.16286668
276,ID2,smape,0.083906636,0.08326866,0.07884629,0.071308926,0.05253283
277,ID20,smape,0.06439765,0.060031228,0.061092064,0.060559373,0.049862362
278,ID200,smape,0.27484226,0.23065871,0.27503228,0.25966886,0.37989634
279,ID201,smape,0.017108407,0.0075872065,0.009906792,0.008653901,0.014407545
280,ID202,smape,0.036075458,0.18674135,0.058099404,0.09920153,0.15511142
281,ID21,smape,0.033088215,0.013996987,0.016004665,0.011664429,0.016766468
282,ID22,smape,0.015859889,0.016498808,0.0142279565,0.014161648,0.12519497
283,ID23,smape,0.11848081,0.08865525,0.08886707,0.112275496,0.17594722
284,ID24,smape,0.123450935,0.13724156,0.12403482,0.12965381,0.21669248
285,ID25,smape,0.123450935,0.13724156,0.12403482,0.12965381,0.21669248
286,ID26,smape,0.08654481,0.0873777,0.0905633,0.07320399,0.12899354
287,ID28,smape,0.290316,0.28971964,0.28947765,0.30566883,0.3000666
288,ID29,smape,0.20481674,0.16996011,0.14357837,0.15758343,0.11394082
289,ID3,smape,0.08528792,0.0677438,0.05350408,0.08083244,0.057489894
290,ID30,smape,0.13791345,0.14260098,0.13829711,0.14088528,0.110341765
291,ID31,smape,0.08060037,0.08585006,0.0845803,0.08474958,0.11733618
292,ID32,smape,0.17357808,0.1712698,0.18136325,0.16271779,0.11249712
293,ID33,smape,0.05057266,0.04708229,0.045289055,0.052981153,0.041828297
294,ID34,smape,0.1844244,0.09553498,0.15779832,0.11676207,0.34837162
295,ID35,smape,0.022392487,0.02611971,0.022199567,0.024700359,0.046915166
296,ID36,smape,0.062528215,0.041237384,0.06481214,0.062328406,0.057312768
297,ID37,smape,0.1473436,0.17313549,0.13429987,0.20525223,0.2307188
298,ID38,smape,0.0982178,0.08576703,0.0978201,0.03874185,0.118368536
299,ID39,smape,0.107272305,0.071336046,0.09454636,0.11267584,0.11455327
300,ID4,smape,0.040525764,0.038606737,0.033580236,0.039873857,0.13609739
301,ID40,smape,0.20208652,0.20612685,0.2653834,0.23661342,0.33433178
302,ID41,smape,0.20838532,0.23211828,0.24543315,0.24386492,0.41590333
303,ID42,smape,0.028728688,0.05493918,0.03397152,0.025840271,0.014119599
304,ID43,smape,0.03221429,0.037927262,0.03380579,0.017536022,0.04795458
305,ID44,smape,0.06919521,0.047502626,0.03641118,0.05479124,0.024827123
306,ID45,smape,0.039922267,0.0021772566,0.013644657,0.0010056869,0.025862044
307,ID46,smape,0.09354897,0.08727044,0.087020144,0.07474489,0.036308713
308,ID47,smape,0.031151896,0.027206108,0.048155222,0.0150303,0.015396977
309,ID48,smape,0.015920222,0.00953226,0.015039821,0.016878907,0.033888888
310,ID49,smape,0.059739072,0.04765609,0.07482256,0.037353143,0.049605906
311,ID5,smape,0.0646959,0.098434195,0.089176185,0.08199847,0.2042148
312,ID50,smape,0.008763347,0.016523784,0.013563929,0.016631616,0.036059935
313,ID51,smape,0.087682664,0.085939944,0.09911689,0.09089788,0.054232806
314,ID52,smape,0.07543662,0.072286636,0.06037651,0.061560255,0.14214048
315,ID53,smape,0.057134468,0.040724,0.032951593,0.066476144,0.073479325
316,ID54,smape,0.011140227,0.014119059,0.023855083,0.03698252,0.06481078
317,ID55,smape,0.19308558,0.18352261,0.18691781,0.18505776,0.13762201
318,ID56,smape,0.006708362,0.00442925,0.012365928,0.00101763,0.01992361
319,ID57,smape,0.085173175,0.082478486,0.08787507,0.09335792,0.13466424
320,ID58,smape,0.059645116,0.083295256,0.04105919,0.024042882,0.033905905
321,ID59,smape,0.033088215,0.013996987,0.016004665,0.011664429,0.016766468
322,ID60,smape,0.09312384,0.100927174,0.09471839,0.10209836,0.12077862
323,ID61,smape,0.028823283,0.019264176,0.023760725,0.020642633,0.013082275
324,ID62,smape,0.030857805,0.021803267,0.016801514,0.025280157,0.04589615
325,ID63,smape,0.03269863,0.01930693,0.033561096,0.019249732,0.0028410994
326,ID64,smape,0.030299349,0.020053467,0.022873608,0.020948717,0.016463414
327,ID7,smape,0.0658945,0.07256816,0.07569848,0.065561995,0.095234334
328,ID71,smape,0.0047798124,0.0054916423,0.0023314948,0.0040117656,0.02446689
329,ID77,smape,0.0025021874,0.0075618364,0.0056229755,0.0064900056,0.03404173
330,ID78,smape,0.0133497305,0.003986407,0.0072101634,0.012158392,0.0039619
331,ID79,smape,0.0049052886,0.015026122,0.013472883,0.014324583,0.04380211
332,ID8,smape,0.019284688,0.059048835,0.030960582,0.041120656,0.108997725
333,ID80,smape,0.0071048695,0.016435424,0.014230794,0.016560582,0.045166597
334,ID81,smape,0.0133783,0.009778056,0.0106337555,0.012006843,0.026190829
335,ID82,smape,0.026963843,0.03815595,0.035057645,0.03852186,0.078780964
336,ID83,smape,0.036579497,0.049572304,0.038289607,0.04457736,0.09907778
337,ID84,smape,0.019992117,0.015080171,0.0105990935,0.019717295,0.054248367
338,ID85,smape,0.10071142,0.08080124,0.09379405,0.08475821,0.027964238
339,ID86,smape,0.19357038,0.20288955,0.19592282,0.17847094,0.28992194
340,ID87,smape,0.011067534,0.0021604246,0.0050261794,0.0033794153,0.019685667
341,ID88,smape,0.047520183,0.05429592,0.060742766,0.018111419,0.03068309
342,ID89,smape,0.010341328,0.021728968,0.03302505,0.017457334,0.020225631
343,ID9,smape,0.1084367,0.120652586,0.11728227,0.11531754,0.11483084
344,ID90,smape,0.01666685,0.024749998,0.014973506,0.025137817,0.05665454
345,ID99,smape,0.045186505,0.03337638,0.033978593,0.034506075,0.024575673
