,unique_id,metric,Original,Online,Offline,OfflineMax,SeasonalNaive
0,ID0,mase,0.698514,0.9467885,0.92051816,1.0110235,2.0234146
1,ID1,mase,1.4620093,1.5720615,1.3291608,1.6557422,1.7774295
2,ID10,mase,1.2646912,1.4041873,1.4658865,1.2591305,1.8304552
3,ID101,mase,3.0714605,3.9925518,3.661021,4.1430335,7.6812987
4,ID102,mase,0.462938,0.4444254,0.4998422,0.49762824,1.6502922
5,ID103,mase,1.1732541,0.67217666,0.8176927,0.67503476,2.0384614
6,ID104,mase,0.47691482,0.9277291,0.275585,0.51516,3.302027
7,ID105,mase,1.2545155,0.73575664,0.9539294,0.92316824,1.8073021
8,ID107,mase,0.38491097,0.19193341,0.05664758,0.15976192,2.9213116
9,ID108,mase,2.2747211,1.471526,1.4400529,1.2275618,0.79044586
10,ID109,mase,5.7480693,5.0545306,5.1129665,5.430368,4.5462613
11,ID110,mase,1.8837168,2.1400588,1.6319505,1.6898445,0.49122807
12,ID111,mase,1.0474169,0.85632074,0.8559775,0.9042608,1.6375946
13,ID112,mase,0.62073743,1.1007633,1.1262085,1.0876417,2.897561
14,ID113,mase,0.2394799,0.52087456,0.46011057,0.53842914,0.9585925
15,ID114,mase,0.4279829,0.7759546,1.0528938,1.0722358,2.2757685
16,ID115,mase,0.7631374,0.61054593,0.50140655,0.9117471,1.4956268
17,ID116,mase,0.27066153,0.21194954,0.089921184,0.1497647,1.3096288
18,ID117,mase,0.34605128,0.18758593,0.22992675,0.28248787,1.3030236
19,ID118,mase,0.2776519,0.12817867,0.07042996,0.10877855,1.0729381
20,ID119,mase,0.3368209,0.21637377,0.12900035,0.28623864,1.7068273
21,ID12,mase,0.2387915,0.14162467,0.15070271,0.11020605,0.11320755
22,ID120,mase,0.2786844,0.7138,0.73171616,0.72977567,2.8591032
23,ID121,mase,0.3213274,0.17281373,0.24971862,0.26611364,0.43619797
24,ID122,mase,0.16080913,0.42349565,0.28593013,0.35236457,1.1764195
25,ID123,mase,0.2730621,0.2745748,0.25190008,0.3331779,2.0938842
26,ID124,mase,0.49844328,0.43875796,0.38053814,0.5165529,0.602953
27,ID125,mase,1.5623399,1.199786,0.6734427,0.12734161,0.16764669
28,ID126,mase,1.0524366,1.6244437,1.6010444,1.431391,2.4829545
29,ID127,mase,0.3616364,0.8586994,0.6473162,0.77766955,2.4201362
30,ID128,mase,0.29494458,0.75961274,0.72305703,0.7784706,2.2648525
31,ID129,mase,0.62282354,1.1352948,0.90692335,1.1192263,3.544681
32,ID13,mase,0.95597136,0.9897747,0.9134978,0.81231,1.4522916
33,ID130,mase,0.7694378,1.2427443,1.1664687,1.3138283,2.8455555
34,ID131,mase,0.50643677,0.08815265,0.14696856,0.010496274,1.3034129
35,ID132,mase,0.3921862,0.23922297,0.2154903,0.17218842,1.029176
36,ID133,mase,0.47181332,0.06328507,0.10260456,0.13466346,1.7207462
37,ID134,mase,0.93480766,0.84875304,0.6558362,0.8777184,3.1866133
38,ID135,mase,1.1788602,0.8062585,0.8584707,0.9798106,0.8353081
39,ID136,mase,1.0767366,0.6529753,0.8347873,0.9956028,0.35698783
40,ID137,mase,0.90178144,0.5243614,0.49914902,0.5570432,1.0893016
41,ID138,mase,0.3372602,0.8952692,0.4526541,0.7177374,2.3620977
42,ID139,mase,1.9790883,1.664385,1.7522162,1.6697667,1.3930285
43,ID14,mase,0.6252782,0.5463775,0.763563,0.69547117,0.4299994
44,ID140,mase,2.2679417,1.8289407,2.3391893,1.7131119,0.5714286
45,ID141,mase,3.5700176,3.514386,3.5534792,2.7501745,1.0826771
46,ID142,mase,0.81124467,0.04258318,0.3472646,0.29158688,0.8503401
47,ID143,mase,0.546093,0.15656365,0.14478612,0.012606162,1.574074
48,ID144,mase,1.2528871,0.82972366,1.1202226,0.9133649,1.1627907
49,ID145,mase,1.3244851,0.6547742,0.7966263,0.6024556,0.65575624
50,ID146,mase,1.0683967,0.6453677,0.82686555,0.98740315,0.3498916
51,ID147,mase,0.34228116,0.1678692,0.20176196,0.24647216,0.6132707
52,ID148,mase,0.72530586,0.217179,0.41758752,0.48850158,0.15455092
53,ID149,mase,0.78626007,0.4044626,0.5257299,0.47202006,0.13126473
54,ID15,mase,0.8392397,0.90945303,0.7206728,0.54462194,1.8256366
55,ID150,mase,0.7112841,0.1624386,0.3123208,0.5448005,0.20503615
56,ID151,mase,0.68606263,0.28760827,0.46753335,0.44448707,0.14474365
57,ID152,mase,0.22740379,0.19930865,0.22410491,0.6286526,0.46729
58,ID153,mase,1.7790085,3.8352447,1.0659491,1.4129673,2.8177965
59,ID154,mase,3.1974554,2.2615967,2.6976101,2.3202832,1.3285024
60,ID155,mase,1.7425972,1.5378542,1.5686682,0.6870065,0.8336815
61,ID156,mase,1.0524366,1.6244437,1.6010444,1.431391,2.4829545
62,ID157,mase,0.6845029,0.35047734,0.4920693,0.4421653,1.7381536
63,ID158,mase,0.8201358,0.4817565,0.5531238,0.51877517,0.95053196
64,ID159,mase,0.21581715,0.64323807,0.62044555,0.65565526,2.0414534
65,ID16,mase,1.6037117,1.5554845,1.649818,1.7412443,2.4200675
66,ID160,mase,1.1567247,0.7587916,0.7161466,0.7923915,0.7446038
67,ID161,mase,0.4412496,0.49239057,0.501493,0.50642514,1.7895588
68,ID162,mase,1.6452757,0.75475454,2.2044094,0.5459177,0.75376886
69,ID163,mase,1.5512276,0.79883754,1.8091108,0.94499564,0.3829787
70,ID164,mase,3.1953263,2.9760659,3.0757663,2.982264,3.0069637
71,ID165,mase,0.5924403,0.42713875,0.46391782,0.46268395,0.3997599
72,ID166,mase,2.7341404,2.230804,2.0225704,2.3748083,1.9655173
73,ID167,mase,2.327614,2.585504,2.56373,2.6197622,3.536042
74,ID168,mase,1.1582097,0.90733147,1.3789417,1.404755,1.2620192
75,ID17,mase,0.79006755,0.6603019,0.6908091,0.67832017,0.93955517
76,ID173,mase,0.34214154,0.3489863,0.32084015,0.32407302,0.38770822
77,ID174,mase,0.3242668,0.5096977,0.44929245,0.53376245,1.0432191
78,ID175,mase,0.21867383,0.2201076,0.1971328,0.23615147,0.27427596
79,ID176,mase,2.8720365,3.0497792,3.026708,2.7299843,3.3308551
80,ID177,mase,0.2288586,0.25886413,0.22971937,0.20585442,0.9008314
81,ID178,mase,1.1563034,0.38152176,0.67463684,0.1271358,0.07614206
82,ID179,mase,0.54914045,1.0403291,0.2960698,0.44308296,0.5786026
83,ID18,mase,1.5278344,1.4917196,1.4162982,1.4325093,1.5177279
84,ID180,mase,0.30657846,0.18465853,0.17454574,0.28239438,1.535254
85,ID181,mase,5.4469957,4.437081,2.9941366,3.695015,5.72165
86,ID182,mase,2.4948475,2.1315265,1.9655851,2.5548992,2.7380283
87,ID183,mase,2.7957923,2.7670462,4.6113553,2.4894304,2.999998
88,ID184,mase,2.1094337,2.0518708,1.4189476,1.1664357,2.8151262
89,ID185,mase,0.90721583,1.0938977,1.1246811,0.82584953,2.4489794
90,ID186,mase,2.2414944,1.5199771,1.7961938,1.4144325,0.35714287
91,ID187,mase,1.3965907,1.5094038,1.2946109,0.94198763,0.8241758
92,ID188,mase,3.7928371,2.4454782,2.7300048,2.4779613,0.95864654
93,ID189,mase,0.23151527,0.07334217,0.11457729,0.1455353,0.37439597
94,ID19,mase,0.788945,1.1633937,1.0590308,0.9837572,2.1662853
95,ID192,mase,3.4524872,3.8370132,3.6894972,2.9199939,0.91463417
96,ID193,mase,1.4449092,1.3370656,1.816079,1.7082404,1.374868
97,ID194,mase,0.0612466,0.7310624,0.27150038,0.8188621,2.1226304
98,ID195,mase,6.5759273,3.627755,4.993968,3.5941133,2.10476
99,ID196,mase,0.7619847,0.6288869,0.86154413,0.88863474,0.33703357
100,ID197,mase,0.2732332,0.7167961,0.62741756,0.7835379,1.925
101,ID198,mase,0.6812103,0.15813527,0.2735287,0.09150264,1.1333333
102,ID199,mase,2.1601524,1.6775309,1.3783412,2.1054938,2.4128654
103,ID2,mase,2.0361395,2.0205145,1.9034299,1.7087643,1.233998
104,ID20,mase,2.8670714,2.660712,2.7108967,2.6854775,2.1860843
105,ID200,mase,3.9907677,3.47106,3.9784188,3.7669744,5.0329757
106,ID201,mase,1.5777816,0.6946085,0.9079577,0.79158294,1.2861842
107,ID202,mase,0.17796892,0.8082994,0.2846809,0.46146795,0.69105685
108,ID21,mase,1.1694934,0.4800043,0.55078,0.39822936,0.5606472
109,ID22,mase,0.77331924,0.7801596,0.6632181,0.675676,5.221981
110,ID23,mase,1.5642463,1.1167351,1.1213268,1.4553057,2.5647058
111,ID24,mase,1.5250188,1.7254441,1.5327697,1.6134063,3.026011
112,ID25,mase,1.3727857,1.5532037,1.3797628,1.45235,2.723943
113,ID26,mase,1.4025054,1.4124645,1.4489069,1.1640939,2.1117053
114,ID28,mase,3.018002,2.9883137,2.9261062,3.2064881,3.0583684
115,ID29,mase,1.2227882,0.96059,0.77391,0.89004284,0.52228415
