,unique_id,metric,Original,OnlineFixed,Online,OnlineRandGen,OfflineMax,Offline1,OfflineRNG,SeasonalNaive
0,T1,mase,1.3857691263874752,1.3539831338452626,2.0156752137395135,1.6347460235596758,1.70290248701446,1.6623055851016633,1.4273533329658017,1.5669802142348404
1,T2,mase,2.276322153646111,2.0579820194500096,2.545719180998274,2.232255784436398,2.046042457251349,1.9645846569490983,1.275606699126197,2.667437564975268
2,T3,mase,3.4230569147860654,3.2944536002823446,3.4778482504560153,3.3146876942557406,2.9582736957446842,3.1982114524874232,3.719094465390615,3.1519593920964133
3,T4,mase,1.72915676896522,1.8321882533007627,1.627956625879814,1.5808675429702568,1.7159721411875064,1.655045491919436,1.296640969403792,2.665187030968319
4,T5,mase,0.8767590329907933,0.9296853120716809,0.9933461776880019,0.968792057106257,1.108200398840227,1.182896840778069,0.872889696297515,1.3179134216677995
5,T1,smape,0.033760276645008774,0.03302521471195021,0.047935763778379305,0.039405053182543795,0.04093960626287082,0.04004945854092477,0.0347529306708037,0.03730735532994802
6,T2,smape,0.04970826787438277,0.045267156787182544,0.055127894728115016,0.048865080039725804,0.044971650813384806,0.04329503851475699,0.02866597221691596,0.05693245754538878
7,T3,smape,0.07976243992449722,0.07693896363884783,0.08095517505646421,0.07744187506790905,0.06963595298942804,0.07488570240170934,0.08622984912552006,0.07389957616995735
8,T4,smape,0.06903468096283548,0.07282782053149493,0.06527007698905514,0.0635190020671008,0.06852024292666385,0.06613288545306645,0.05259368489704258,0.09945811927838394
9,T5,smape,0.03835919228284517,0.040549818776299824,0.04317782589617578,0.042171932483578124,0.04790673211551979,0.050952724425899425,0.03790601145687507,0.056097422111440566
