,unique_id,metric,Original,OnlineFixed,Online,OnlineRandGen,OfflineMax,Offline1,OfflineRNG,SeasonalNaive
109,Q198,mase,1.472399691678672,1.4042530249196588,1.4189199461159132,1.4108879590767214,1.3488328000332448,1.3656269681312796,0.8098568429789081,1.2458628841607566
110,Q199,mase,2.5410975819423722,2.789057400456919,3.0248265791099405,3.0322013076199803,3.024318931738002,2.7755533247078206,2.6970984328375605,2.5920676364540594
111,Q2,mase,0.7722401106303067,1.0396656596995426,1.036327104425212,1.1186396503510776,1.1670455125326582,1.1570183652433048,2.9791508052335076,2.6300199522370997
112,Q20,mase,0.7667673304532553,0.8900584074148274,0.9652981470607702,0.9302336821740825,0.8438865760117962,0.8434810479315167,0.4507601201909223,0.3243397355885552
113,Q200,mase,0.3871038810431658,0.3810547264090428,0.39109647799080427,0.400206404689903,0.38393016692166104,0.37483617114101986,0.4955661745077415,0.4868542219486346
114,Q201,mase,0.4359301495444915,0.4054403855290741,0.5142028215121232,0.39027150315889103,0.4925182607839962,0.4979046992447426,0.19923203166519926,0.6646137901765077
115,Q202,mase,0.4208983050490242,0.42116329869743224,0.4179606341028461,0.40337280820707466,0.4123767716875402,0.42487036717343396,0.452758094786506,0.4540885677493203
116,Q203,mase,4.279414360035688,4.555033802694864,3.8931892870233153,4.162221945929377,4.42551842354687,4.3202584863926665,4.624496510691137,3.1285310323124236
117,Q204,mase,0.7659881991811931,0.948063212587752,0.7093317433136774,0.6701323957308852,0.9513992864054313,0.8460547987797381,2.1753485341014107,0.9071270565555425
118,Q205,mase,1.2693820975336256,1.7425004657495937,1.9646942040694622,1.9366600457689944,1.8791125231985222,1.7920691058558311,2.058108622995117,0.9854695152800214
119,Q206,mase,1.1850589886084475,1.3262412819485614,1.3382731388318918,1.3859279084652691,1.1656768664197261,1.352468534435493,1.6135234991825314,0.7599795536655495
120,Q207,mase,0.8623786083692615,1.1099337650038599,1.505445520836527,1.2932153323502218,1.038205202677335,1.5422553564399888,1.0778490580223412,0.5722373844560439
121,Q208,mase,1.0237342308307515,1.4578364470909382,1.1682296095223261,1.2863979931535392,1.4315975518062196,1.2116714543309703,1.6157882164264548,0.9242995689655172
122,Q209,mase,1.4969042045562324,2.0610603439680673,2.257209966257977,2.6792955805937018,2.6766613617387502,2.0023470654584767,3.0542205018700876,1.4149109512603553
123,Q21,mase,1.1160527467763535,1.119566488063668,1.00376613233878,1.037698600915749,1.0338889315981312,1.1183761638464462,1.3256520026246201,1.4703138635611328
124,Q210,mase,1.325199497342902,0.9733660236945129,1.3893091745169541,1.0056825298939758,1.2168827690695787,1.189817409151996,2.126684693356346,1.4381645990252547
125,Q211,mase,2.5870488805684237,2.2893981222113915,2.487658536679831,2.1605511458417075,1.723803534948465,2.029786968479095,0.5392469875387725,1.2095727148484605
126,Q212,mase,0.7045889905637726,0.724943789093383,0.7002498691904321,0.6518688178803587,0.7199956919331679,0.7630674105251385,1.149173066651672,0.8451587942403445
127,Q213,mase,0.8167732946794245,1.0278835273491598,0.9133481604131582,0.9480165302921401,0.6508574691709054,0.8104046316311279,1.6304152272666217,0.7460692694713603
128,Q214,mase,0.7580191763135455,0.867712257521447,1.7835476531965497,1.5280226417623552,1.613453656213618,1.139264766677465,0.8771366162103973,1.8999473334072534
129,Q215,mase,0.7457234041329183,0.8503993562933425,1.7868753619561586,1.532163774493169,1.6234687876338556,1.1403276596106826,0.8800355801701707,1.9343259321689343
130,Q216,mase,0.8831072240969744,1.0313600106767975,1.6780536203562362,1.4013722793461854,1.4572548222463295,1.0759590894278266,0.8102136940647297,1.4377058177826563
131,Q217,mase,0.5140726996527778,0.5203251410590278,0.7789540473090278,0.747202365451389,1.038266384548611,0.8763172200520833,0.6631474066840278,0.938888888888889
132,Q218,mase,0.47405323417091255,0.5140590183035487,0.9415415348767217,0.6644892125479646,0.5504264978888462,0.6721759384350701,4.362337556401994,0.46381378328928646
133,Q219,mase,1.004801580449634,1.691015601887357,2.9155496563398904,1.390967387136342,1.2531116817839945,1.5035499952779092,8.246838990502338,0.6872997378386251
134,Q22,mase,0.5057432801573427,0.6045309847534711,0.5544585764100031,0.6121588019091416,0.5743744338768116,0.6723611533394143,0.5875535243741765,0.33130637478463565
135,Q220,mase,0.5814273493076728,1.0916935618330792,2.0388104198424797,1.0588817565421749,0.8771170763465447,0.9355675177845528,7.231803782393293,0.3983739837398374
136,Q221,mase,0.1890688345502839,0.259601842429994,0.19062473956092998,0.2964440209462463,0.34432020473983427,0.3576239561154006,0.46232198849542616,0.2545308557008488
137,Q223,mase,3.1650497896634615,2.9930192157451923,3.230566150841346,2.7815759915865383,2.522416766826923,2.774381062199519,1.9126090745192306,2.3692307692307693
138,Q224,mase,0.4426586475797769,0.4240476708225974,0.767128862305396,0.634221350410112,0.387962717776225,0.44636119366868793,3.1939804362876956,0.33806794974514
139,Q225,mase,0.6652907974743634,1.2305099680360525,1.9912140854168345,1.1675782558352934,1.0356726264077485,0.9721887745128284,5.672717234986325,0.6277903134821501
140,Q226,mase,0.5145190677222353,0.719185516008154,1.279151345134395,0.8209011735102303,0.6792800941997633,0.5919769050357291,4.3512619233038015,0.3984176972117674
141,Q227,mase,0.19577248254741833,0.18253469249429224,0.15121550155395402,0.20976715876517887,0.24079876873447614,0.20571941525227055,0.38171424082837824,0.18154448291434594
142,Q229,mase,1.6285497594762732,1.9218063065030067,2.2018703278056546,1.577127855364654,1.592053371522485,1.8078122629167372,2.129795532777919,1.5871725383920507
143,Q23,mase,1.7827560887532161,1.6371439073699685,1.524424346828478,1.6020745267414076,1.6265777918810878,1.6795784286838356,2.419641290519895,2.118176877527109
144,Q230,mase,0.632719833276332,0.6414660752145276,0.5709809590444097,0.4888523735905918,0.521655669522582,0.5582711575229716,1.0924577396858135,1.177335081956223
145,Q231,mase,0.6233137590224309,0.6490558402169212,0.648810500637875,0.5469088225723474,0.7175298845461299,0.6661452510841693,1.1989285506501994,1.3017875948333297
146,Q232,mase,0.3882388479564337,0.36955650339190016,0.28796689425915367,0.33559215270677917,0.35911021626040635,0.38554791401299604,0.6659510635631066,0.6787704476002157
147,Q233,mase,2.3032544673086406,2.6662198359120586,2.9240713635523,3.030221686047877,2.89372076672877,2.5607686197590493,3.410064834869935,3.1332665330661325
