,unique_id,metric,Original,OnlineFixed,Online,OfflineMax,Offline1,OfflineRNG,SeasonalNaive
72,M1077,mase,3.3093191378933566,3.026450707495629,3.323696323208042,3.2478728693181815,3.1317931872814686,2.6501335773601395,3.6083916083916083
73,M1080,mase,1.6907309462542444,1.4055146766235145,2.0588348233234295,1.3658980727398133,1.5419145930602718,2.0467544633382855,2.0203735144312396
74,M1081,mase,1.3715300372116583,1.055642144638404,1.206496088879364,1.1639410993999375,1.019167535263404,1.7697182824189526,1.4713216957605986
75,M1082,mase,1.4373360450114678,1.1540739678899083,1.793372097190367,1.3823659690366972,1.4511306622706421,0.44349053899082563,2.036697247706422
76,M1083,mase,1.2092825882523148,1.1781427228009258,1.205465133101852,1.1082694950810186,0.9489773220486111,2.345400933159722,1.2037037037037037
77,M1084,mase,0.5776925318702943,0.5729068260300213,0.5629265637477184,0.9205830172446573,0.6316238624966728,0.9714773045954065,2.9545973077800594
78,M1085,mase,0.5785909711871703,0.571736924204658,0.5273472122108588,0.5336366361939353,0.47448116014644276,0.15209612420049778,0.3605357026575308
79,M1086,mase,0.29844288045509837,0.3419187643346807,0.3260502579054576,0.2719827476969474,0.3845653057563643,0.9650786684903125,1.4654637150423864
80,M1087,mase,0.5658492272826151,0.5876346465434469,0.5519920784981848,0.5776498458503361,0.5116904153883371,0.42116015906295007,0.28744599135861737
81,M1088,mase,1.9537254908048818,1.9371256612709806,1.9005059214007451,2.0996679528644773,1.961665454071777,1.056362971337896,1.3612333173130244
82,M1089,mase,1.635847441033284,1.6312621927595845,1.5742946990467288,1.730185528797557,1.6294180557120155,0.9122322540402134,1.1389321901792675
83,M1090,mase,1.5271816518915173,1.6455953284874976,1.5575793347015972,1.4607527100618718,1.4877651577610949,1.917241777776705,1.8361091575776547
84,M1091,mase,0.386159876197466,0.48678803885970334,0.37778415675216315,0.5832946007802843,0.4896305479372682,0.6542584160614957,1.1283065512978987
85,M1092,mase,1.0324016804742142,1.4924065414792598,1.0401311475625685,1.6994281838554395,1.3415467476115488,2.402715217356956,1.6772351900227522
86,M1093,mase,1.7649054852176695,1.7524802758853966,1.6995733426996293,1.9409896624572727,1.7625732143704895,0.8636753057645743,1.0295385677281141
