,unique_id,metric,Original,OnlineFixed,Online,OfflineMax,Offline1,OfflineRNG,SeasonalNaive
138,m224,mase,0.6789607945182262,0.6761389193501306,0.9037287880678124,0.5877477188235967,0.5648833456554735,1.383286966575939,1.2318066157760814
139,m225,mase,1.7438338190268243,1.4298695616161654,1.4180264664996591,1.5961718605618453,1.5576224067629234,1.2396282157035898,1.7700890039136474
140,m226,mase,0.7210935302824331,0.7014436467394902,0.9366188684630762,0.8782201194903739,0.6290140813997587,1.2405582589337116,1.1726971260132646
141,m227,mase,0.6438655870627115,0.7121130718496187,0.7815499022878006,0.7987252476530211,0.7309281926215909,1.3316519081554394,0.6559841236285873
142,m228,mase,1.6725096898778922,1.8138737956587903,2.3965608161188374,2.158464568640825,1.7009950551234794,2.3110532984249614,1.3175769843376692
143,m229,mase,1.5060994149055749,1.7872796772785544,1.629884943858229,1.8098509012246575,1.6390971741704994,1.5575025029700542,1.735973757352466
144,m23,mase,1.347122019429692,1.1068175886872471,1.1425876947123526,1.0905567957207107,1.137530949744735,1.669572287019301,0.9008029452394446
145,m230,mase,1.984771994988469,1.880148056759855,2.030876387906056,2.236278953152342,1.6578846563984444,3.2163755989903775,1.569624137049348
146,m231,mase,0.7675635413591175,0.7825133133152703,0.9883598096102318,1.0424890302168965,0.7716991021487887,1.5413650928286002,0.6509894805709958
147,m232,mase,3.6669143565091393,3.2017106033538982,3.569862302523147,2.9064635128872003,3.508592526256602,6.910380434647511,5.320191896250946
148,m233,mase,2.742810644957697,2.6984695367938047,2.5949979557220595,2.3770775274418328,2.5845018411827922,3.7447376501091707,3.1713973799126642
149,m234,mase,2.5168876450752498,2.589503732002413,2.644854372964643,2.757556364599132,2.6489845087156754,3.3212864901420884,2.5445272781646517
150,m235,mase,1.1959206105460634,1.352301685346417,1.4085823833777273,1.7269805057484657,1.1621919395637021,1.6182937025009836,1.1690322267049045
151,m236,mase,1.7637582797209586,1.6180466344298732,1.7289534673873004,1.7139063336584697,1.661243509095715,4.342804373890737,2.8433774552185187
152,m237,mase,0.4651019129678372,0.5115718854983716,0.62596914079819,0.5170915135692344,0.5475016556201996,1.4561856707313345,0.6880232376183397
153,m238,mase,1.0080895921517836,1.1235853682356736,1.4388394692470394,1.314138229339707,1.1089263434568986,1.8923125267472882,1.3690583732235655
154,m239,mase,2.03364961480106,2.1054348255538256,2.145135920332911,2.2253145722020053,2.1532848771548108,2.304975918780451,1.8668402549851941
